CED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
CED319,5,15,16,44,24,8,7,3,3,126,3,24,47,276,113,51,27,12,0,552,0,15,14,95,35,27,39,13,4,240,0,8,7,89,6,8,4,0,0,125,0,30,53,55,16,6,0,0,0,166,0,0,0,20,5,3,0,0,0,35,11,29,41,116,46,38,23,10,0,311,0,8,17,57,32,32,21,12,5,184,0,4,7,32,22,13,10,9,0,99,0,5,9,39,20,11,15,0,0,98,11,105,175,779,270,218,139,99,38,1830,141,272,358,1030,383,314,250,184,131,3068,4934,9649,9523,24867,10425,8247,6100,3524,1442,78720,0,0,0,6,3,5,0,0,0,24,4456,7884,7399,16202,7387,6017,4822,3431,1959,59543,0,0,3,31,6,0,0,0,0,41,0,0,0,23,7,17,3,4,0,54,0,8,13,172,22,7,5,3,0,225,0,4,0,10,3,4,0,0,0,26,0,8,14,107,30,16,16,0,0,201
CED320,0,3,3,6,15,11,10,0,0,46,0,43,73,214,126,126,62,51,6,711,3,3,8,30,14,11,13,3,0,93,0,0,12,194,4,0,6,0,0,219,0,11,24,75,11,0,0,0,0,124,0,0,0,8,3,4,0,4,0,20,0,19,31,73,50,44,37,11,0,270,0,5,9,35,30,16,10,0,0,105,0,0,4,12,17,22,24,16,8,106,0,3,19,45,24,34,16,4,0,140,0,48,83,332,193,173,223,138,42,1229,253,636,576,1258,608,559,525,368,117,4908,5548,12937,11451,22365,11198,10593,10239,5725,1435,91490,0,0,0,6,0,0,0,0,0,6,5087,10924,9138,17701,8525,8157,7692,3961,1284,72465,0,0,0,8,0,0,0,0,0,5,0,0,0,8,6,4,0,0,0,17,0,0,3,38,11,0,7,0,0,59,0,5,0,18,11,0,4,0,0,41,0,4,8,62,32,27,22,15,3,176
CED321,0,4,0,3,3,7,3,0,0,20,6,26,33,96,59,51,25,7,0,302,0,0,0,19,5,0,0,0,0,33,0,0,6,74,0,0,4,0,0,95,0,4,6,4,8,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,9,7,22,21,34,19,13,0,132,0,9,8,56,6,0,0,0,0,88,0,0,3,9,4,3,3,9,0,30,0,3,8,17,20,17,13,8,0,80,0,14,41,319,60,94,91,78,22,715,303,831,796,1779,968,1182,1006,608,200,7676,4413,10259,8253,16024,9231,10715,9919,5301,1440,75547,0,0,0,4,0,0,0,0,0,4,3768,8718,6737,13440,7842,8516,7213,4021,1568,61820,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,5,5,21,0,3,0,0,0,39,0,0,0,4,0,0,0,0,0,7,0,0,6,29,11,22,15,0,4,85
CED322,0,12,7,19,16,8,10,6,0,82,5,102,123,357,237,147,129,34,9,1144,0,4,11,23,6,6,11,10,0,79,0,15,22,42,31,17,8,8,0,140,0,21,29,24,10,8,0,0,0,93,0,0,3,6,9,13,4,8,0,47,15,53,44,150,75,58,59,25,5,483,0,12,7,24,17,20,14,4,0,95,0,10,8,47,50,18,23,15,10,185,0,0,4,30,28,22,17,9,0,115,7,85,114,568,231,202,229,182,71,1685,153,391,409,1149,548,431,370,274,167,3885,4443,10302,9279,20426,10668,8904,7845,4510,1590,77965,0,0,0,5,0,0,0,0,0,5,3769,8817,7691,14822,7304,6640,5803,3206,1601,59658,0,0,0,3,5,0,0,0,0,13,0,0,0,19,10,20,14,7,4,71,4,27,61,672,61,27,14,0,0,860,0,0,3,11,0,3,4,0,0,26,0,20,19,239,64,40,40,7,9,436
CED323,3,15,14,48,29,16,16,9,4,145,3,30,100,316,154,135,97,46,8,887,0,13,16,54,18,17,23,19,4,161,7,18,32,182,37,27,29,14,0,340,3,48,22,92,21,4,7,0,0,202,0,4,0,30,26,19,13,7,0,105,9,43,53,170,53,66,65,28,6,503,0,25,49,70,47,31,22,8,3,244,0,10,11,31,33,20,23,17,3,152,0,0,9,34,23,18,24,4,0,113,15,120,206,1275,377,396,410,285,103,3192,198,545,720,2148,861,868,746,521,228,6838,4051,8929,10905,25988,11562,10694,9461,5739,1792,89128,0,0,5,0,8,0,0,0,0,13,3407,6882,7949,13170,6858,6390,5731,3580,1352,55315,0,7,3,31,4,0,0,0,0,48,0,0,0,54,19,57,22,11,0,161,0,16,128,1066,55,10,14,4,0,1296,0,6,11,17,10,9,3,0,4,53,3,12,49,217,54,46,33,11,0,419
CED324,3,27,29,106,52,28,21,13,3,274,5,32,62,271,119,78,60,22,3,650,10,21,49,193,66,57,38,18,8,455,20,71,123,1078,200,165,246,80,9,1989,8,14,25,73,8,6,6,0,0,139,0,3,3,27,11,9,3,0,0,60,14,45,46,113,53,31,25,19,5,348,4,35,101,296,261,264,145,55,20,1177,0,0,7,14,11,12,11,18,0,69,0,0,22,84,26,36,24,0,0,204,24,263,425,1299,474,427,305,152,53,3429,175,315,463,1204,412,342,258,155,72,3395,5019,10410,11575,27300,10194,8342,6224,3415,1133,83616,5,16,43,115,39,17,3,0,0,237,4383,8047,7371,11622,5279,4298,3493,2361,1294,48146,3,18,14,86,15,18,7,0,0,164,0,0,6,68,49,59,40,18,4,243,0,4,17,111,20,3,3,0,0,152,0,0,6,30,32,27,20,4,4,129,3,13,22,106,31,18,3,9,3,216
CED325,0,23,19,62,26,19,21,5,0,177,8,40,117,320,183,141,76,29,3,918,3,40,68,295,138,151,87,36,10,825,0,17,7,107,25,19,32,4,0,218,0,16,25,50,19,10,0,0,0,116,0,0,0,11,8,5,4,0,0,29,3,33,50,93,53,31,26,25,6,315,17,155,318,1200,993,940,565,163,56,4400,0,5,3,13,13,29,16,10,4,99,0,10,28,104,50,39,15,7,0,260,55,448,742,1602,729,531,329,184,40,4661,319,705,542,1313,476,360,275,132,57,4188,7075,14420,12659,28043,11781,9339,6229,2946,818,93316,4,18,34,100,23,7,0,0,0,188,5956,10893,7844,13558,5526,4448,3275,1727,711,53929,0,24,47,147,29,15,3,0,0,266,0,0,0,20,20,13,7,9,5,79,0,9,20,104,24,18,3,3,0,186,0,3,4,24,6,11,8,0,0,58,3,13,10,62,28,15,11,8,0,149
CED326,0,12,13,40,26,15,3,6,0,112,15,95,165,394,270,165,88,38,5,1237,0,12,14,98,41,45,32,21,0,274,6,4,3,32,3,4,11,0,0,65,4,23,20,24,5,10,0,3,0,94,0,0,0,15,9,11,0,0,0,32,8,31,46,84,52,44,41,7,3,314,0,8,19,29,25,16,17,3,0,121,0,4,9,43,30,26,23,13,5,159,0,6,20,91,50,51,13,7,5,244,6,140,175,601,334,237,204,143,62,1911,200,448,381,1091,528,419,392,317,141,3913,6002,12880,10715,23577,11538,9549,8387,4893,1646,89184,0,0,3,28,10,3,0,0,0,52,5245,10324,7852,15592,7640,6907,6454,3925,1819,65755,0,0,3,35,7,8,5,0,0,58,0,0,0,15,8,12,4,0,0,47,0,9,10,111,20,8,8,0,0,161,0,0,0,14,3,0,3,0,0,21,6,12,12,70,34,42,22,5,4,205
CED327,0,12,18,70,27,34,34,7,0,210,0,24,104,211,143,127,83,31,5,718,6,15,31,122,67,43,39,22,4,345,11,53,58,480,119,77,94,22,5,916,0,72,153,151,16,7,12,0,0,413,0,0,5,38,25,21,4,0,0,101,7,29,26,58,18,25,13,12,0,183,5,13,29,153,131,116,62,15,8,522,0,0,0,14,8,15,16,6,3,65,0,7,25,92,37,43,28,9,3,241,53,303,541,1348,630,603,443,248,63,4231,414,979,809,1735,636,471,344,194,93,5671,6800,15062,12938,26641,11020,9132,6882,3210,768,92452,8,70,109,371,84,34,19,5,3,698,5946,11264,7719,12247,5374,4486,3720,1684,619,53057,0,8,4,60,13,5,0,3,0,102,0,0,8,106,55,78,35,11,3,293,0,0,3,53,13,0,5,0,0,80,0,15,21,143,104,72,47,20,7,434,0,16,11,41,16,16,5,3,3,112
CED328,8,47,63,101,41,17,21,11,4,309,10,139,263,547,355,246,161,56,5,1779,4,22,46,157,59,56,45,31,9,430,4,24,31,118,34,15,35,7,0,275,0,22,41,49,6,4,7,0,0,127,0,9,0,38,10,13,5,3,0,70,32,105,148,184,95,71,60,18,12,724,7,17,54,93,62,33,13,10,0,288,0,5,12,27,35,26,18,11,3,143,0,0,27,83,51,58,30,6,0,251,21,216,296,892,405,275,188,92,26,2418,67,172,468,733,298,217,167,129,107,2360,4132,11531,14010,21180,10989,7721,6059,3630,1179,80434,0,0,3,3,5,3,0,0,0,12,3567,8911,9822,12773,7126,5239,4604,2894,1347,56290,4,19,11,94,10,5,0,0,0,147,0,0,0,12,4,6,0,0,0,22,0,9,16,160,30,13,8,0,0,241,0,9,0,10,3,3,3,0,0,26,4,43,47,153,65,36,23,9,4,388
CED329,3,3,5,6,3,11,3,0,0,41,5,24,39,117,114,83,100,35,10,516,0,0,0,15,3,8,8,8,0,35,0,6,0,13,5,0,0,0,0,23,5,18,14,4,4,0,0,0,0,39,0,0,0,0,0,3,0,0,0,11,0,36,19,35,42,55,86,35,10,322,0,9,6,18,0,5,0,0,0,42,0,0,6,6,12,15,24,19,8,94,0,0,5,11,23,30,21,8,0,105,7,44,43,182,101,166,192,156,46,944,196,546,486,1145,812,860,791,465,163,5471,3208,9133,7745,13872,9795,11583,12092,6338,1602,75366,0,0,0,0,0,0,0,0,0,0,2817,7658,6018,11187,7794,9371,8643,4289,1652,59425,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,4,103,15,13,3,0,0,141,0,3,0,7,0,0,3,0,0,14,0,9,3,55,48,41,41,11,0,205
CED330,0,9,11,19,16,9,11,3,0,82,0,23,70,201,142,161,69,22,7,696,0,6,0,26,10,4,11,0,0,51,0,7,15,122,9,8,6,3,0,170,0,21,11,48,0,3,0,0,0,85,0,0,0,3,8,7,0,0,0,19,0,18,32,55,52,45,49,19,0,275,0,5,9,39,50,25,9,6,0,137,0,0,8,13,32,31,24,10,3,115,0,4,16,48,63,27,12,6,0,185,4,49,121,446,259,286,238,130,40,1562,242,680,599,1325,783,677,534,293,89,5224,5823,14042,11058,21330,12495,11370,8867,4314,974,90275,0,4,11,8,4,0,0,0,0,33,5085,11794,9008,17158,9118,7840,5990,2763,929,69686,0,0,6,19,4,0,0,0,0,29,0,0,0,13,6,0,7,0,0,24,0,3,0,34,3,8,0,4,0,51,0,5,0,25,16,7,0,0,0,57,3,14,5,64,30,26,15,4,0,164
CED394,0,0,0,4,0,0,0,0,0,4,6,0,4,17,3,6,8,4,0,49,0,0,0,0,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,14,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,8,7,3,0,0,35,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6,0,0,11,0,6,21,121,14,24,23,7,0,217,37,63,162,602,259,226,173,37,5,1560,277,478,719,2497,1042,1297,1253,283,23,7861,0,0,0,0,0,0,0,0,0,0,182,360,477,1102,563,778,567,98,19,4153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,5,4,0,0,21
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,67,29,3,0,0,0,109,0,0,4,91,42,3,3,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,7,25,60,159,36,17,23,12,0,329,5,29,52,137,67,36,20,14,3,367,4,43,42,316,47,24,7,9,6,492,3,7,25,164,8,6,3,3,0,214,3,6,45,137,19,12,4,0,0,225,0,0,0,27,14,3,3,3,4,64,13,39,43,118,46,39,33,15,0,357,11,102,327,784,530,519,291,94,42,2701,0,0,0,20,13,24,22,15,0,99,0,7,11,46,8,6,3,0,0,90,35,233,457,1455,479,372,316,195,95,3630,117,313,525,1431,530,446,345,224,91,4026,5059,10012,13740,33567,11750,10366,7967,4070,1727,98241,10,59,169,385,119,54,33,0,0,828,4348,7556,8496,15549,7127,6829,4971,2525,1516,58909,4,39,21,194,29,7,0,0,0,292,0,0,0,100,48,52,46,18,12,275,0,5,9,210,18,5,3,0,0,252,0,12,19,116,76,77,64,30,5,390,5,10,20,100,6,24,20,3,0,194
CED402,0,0,0,5,3,0,0,0,0,10,5,28,27,90,52,39,14,14,0,259,0,6,0,47,11,0,0,0,0,63,0,0,0,24,0,0,0,0,0,24,0,35,52,34,8,0,0,0,0,129,0,0,0,3,11,8,6,4,0,36,0,11,14,42,18,22,28,6,3,149,0,14,12,63,22,15,8,0,0,142,0,0,4,6,6,21,11,4,9,57,0,3,13,28,13,12,8,0,0,85,5,43,89,340,103,138,161,103,29,1011,185,562,568,1320,848,923,877,530,212,6027,4328,10653,9594,19089,11143,12425,11584,5935,1850,86597,0,4,16,41,14,0,0,0,0,70,3975,9158,7374,15033,9087,9743,8451,4711,1993,69520,0,3,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,15,3,0,0,0,0,21,0,0,3,28,0,4,4,0,0,44,0,0,6,21,15,12,11,0,0,73
CED403,7,22,37,83,18,26,26,9,0,226,0,57,75,182,101,57,48,17,0,537,4,16,31,137,51,25,19,6,0,280,0,7,11,51,4,3,0,0,0,68,4,14,25,33,3,3,0,0,0,84,0,0,3,14,6,4,0,0,0,32,11,50,42,109,64,47,47,23,9,388,3,25,53,112,57,53,31,5,0,345,0,9,9,25,21,38,19,17,14,151,0,3,11,16,5,6,8,0,0,58,26,212,253,797,303,260,222,203,77,2368,84,193,260,705,346,324,313,241,137,2605,4305,9594,10342,22359,10660,10235,9258,5390,2220,84355,5,12,5,31,5,0,0,0,0,59,3901,7837,8138,14668,7987,8129,7405,4250,2575,64896,3,11,12,72,18,8,0,0,0,129,0,0,0,38,19,40,18,11,0,118,5,13,9,210,12,4,0,0,0,260,0,0,5,23,19,23,18,4,0,94,6,13,13,98,31,24,27,15,0,232
CED404,0,0,0,5,3,0,3,0,0,12,6,23,28,65,65,27,21,6,4,245,0,11,4,66,10,7,5,0,0,99,0,0,0,16,0,0,0,0,0,16,0,9,6,12,5,0,0,0,0,28,0,0,0,3,4,0,0,0,0,10,6,7,0,24,12,22,19,9,4,88,0,4,5,25,18,11,0,4,0,71,0,0,0,8,8,27,22,19,7,85,0,5,0,18,24,5,4,0,0,57,12,18,30,219,76,148,173,130,43,856,241,699,666,1605,1010,1100,925,614,206,7058,4645,10636,9035,18986,10870,13271,11519,6135,1757,86860,0,0,0,0,0,0,0,0,0,3,4210,9166,7306,15494,8928,9614,8247,4528,1865,69357,0,3,5,10,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,10,0,4,0,14,0,0,0,0,0,17,0,0,0,9,6,0,0,0,0,19,0,3,4,26,10,13,14,3,4,74
CED405,0,3,8,28,10,7,7,3,0,71,6,47,44,151,82,50,20,17,6,417,0,4,16,72,13,12,4,5,0,132,0,0,6,35,3,0,0,0,0,42,5,6,28,58,12,8,3,0,0,115,0,3,0,21,8,3,0,0,6,43,9,16,26,69,47,40,25,10,3,243,8,40,108,298,231,336,177,59,16,1261,0,4,8,38,22,27,16,10,3,120,0,0,9,12,17,9,0,0,0,44,18,164,252,869,371,368,322,232,115,2713,103,262,310,881,436,465,292,240,114,3112,4556,8982,9852,22831,10987,11270,8592,4886,2106,84066,0,5,26,49,18,10,5,0,0,113,4080,7448,7423,15334,8154,8052,6078,3382,1826,61777,0,3,7,44,3,0,3,0,0,66,0,0,0,104,80,95,48,32,10,371,0,9,7,193,11,5,7,0,0,227,0,0,8,48,32,39,26,8,3,172,4,14,12,59,31,21,13,4,0,157
CED406,0,8,5,20,21,6,6,0,0,77,5,82,81,187,154,67,35,17,7,638,0,3,15,38,20,16,14,5,0,106,0,0,3,9,0,0,0,0,0,14,0,4,10,19,3,3,0,0,0,42,0,0,0,10,0,0,4,4,0,18,4,22,22,79,42,32,32,16,3,249,0,0,6,15,14,9,8,0,0,61,0,10,22,38,53,59,39,17,5,246,0,3,3,33,17,20,4,0,0,80,10,80,124,365,243,223,242,164,66,1519,109,329,308,834,403,393,330,221,100,3033,4660,10474,9812,21063,10490,10056,8958,4422,1430,81370,0,0,0,6,0,0,0,0,0,7,4236,8813,7688,16767,7332,7098,6394,2701,1119,62155,0,0,3,22,5,5,0,0,0,38,0,0,0,13,14,10,10,0,0,47,0,0,3,51,4,5,0,0,0,59,0,0,0,11,4,0,3,0,0,27,6,3,6,46,22,21,11,4,0,121
CED407,0,6,8,29,13,10,10,0,0,89,4,15,47,115,65,61,23,14,3,346,4,22,57,188,60,30,23,17,0,398,0,6,11,28,10,0,0,0,0,61,0,16,18,98,13,11,3,0,0,164,0,0,0,13,11,7,5,4,0,45,7,17,20,47,34,22,30,12,0,197,0,30,74,281,259,275,178,41,8,1160,0,0,9,22,29,37,42,23,18,173,0,3,5,21,18,11,3,0,0,70,18,153,314,790,392,376,312,191,87,2630,106,260,302,757,346,291,279,203,98,2652,5051,11065,11252,23822,10870,9783,8142,4791,1544,86318,3,75,243,504,152,61,17,4,0,1065,4445,8991,7649,14418,7373,6141,5415,2928,979,58342,3,16,12,127,11,11,0,0,0,180,0,0,6,62,23,42,22,9,3,169,0,5,3,22,3,4,0,0,0,31,0,12,27,121,79,68,49,7,6,377,0,7,9,32,16,15,7,13,0,99
