CED_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
CED144,72,327,2936,12079,7610,2681,781,449,26940,33,184,1009,893,225,37,9,50,2448,18,385,1443,2927,1733,271,70,114,6970,51,570,2456,3821,1961,310,77,169,9416,108,1182,7734,746,78,18,19,206,10092,43,421,4751,629,33,0,3,110,6000,18,655,2750,459,32,3,0,66,3990,9,287,694,92,0,0,0,16,1095,4,30,152,85,49,24,10,17,373,186,2574,16078,2008,196,54,29,417,21541,5,46,122,64,17,8,0,15,275,11,24,41,26,15,3,0,15,129,327,3535,21633,18000,9799,3057,899,1056,58304
CED145,24,86,558,2802,4190,2111,551,98,10427,8,108,1011,1568,651,118,18,29,3502,19,225,1621,3646,2159,394,52,74,8186,32,331,2629,5215,2807,507,67,102,11684,119,1285,3242,1323,194,53,26,90,6317,513,2866,8639,2375,199,26,15,177,14814,912,2873,4966,1693,96,8,4,128,10689,330,1566,2184,959,39,3,5,69,5162,3,9,40,32,24,8,0,5,121,1878,8607,19073,6384,559,94,56,464,37109,30,222,283,184,16,5,3,11,765,19,43,32,21,5,0,0,10,136,1978,9292,22581,14602,7575,2721,678,689,60119
CED146,55,358,1625,15367,22828,5310,1027,749,47322,12,79,764,1019,124,9,7,49,2067,15,283,1085,2531,836,56,7,89,4908,25,362,1856,3546,965,64,16,140,6979,69,188,202,106,3,0,4,28,604,35,79,276,98,0,0,0,27,520,0,24,190,53,25,0,0,3,296,0,83,124,11,3,0,0,0,225,3,62,213,108,81,29,11,8,511,112,433,1004,375,117,28,14,68,2155,0,3,4,4,4,0,0,0,19,5,17,33,30,66,17,4,11,179,195,1173,4526,19331,23975,5423,1064,970,56648
CED147,64,532,3159,22863,20058,4124,890,591,52275,20,287,1822,1439,126,10,8,86,3794,0,174,824,1726,289,22,4,47,3080,20,464,2638,3167,413,32,6,134,6876,22,483,1028,272,35,5,9,52,1905,0,17,86,56,4,0,0,0,165,0,25,66,9,0,0,0,0,98,0,0,0,0,0,0,0,0,0,5,32,63,44,39,16,4,8,210,27,556,1247,382,77,19,12,57,2378,16,144,279,40,9,5,0,24,519,0,16,25,26,9,3,0,10,87,126,1708,7353,26476,20568,4180,915,812,62141
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED201,27,252,2944,22174,17530,3866,609,455,47854,9,372,2675,1468,356,38,8,99,5021,0,37,956,1530,335,46,9,15,2931,9,408,3634,2998,686,83,21,117,7959,12,147,321,170,0,0,6,17,671,0,89,258,23,0,0,0,7,385,0,61,169,15,0,0,0,3,243,0,79,85,3,0,0,0,0,170,0,16,21,6,8,6,0,0,56,15,388,859,219,6,6,4,34,1531,0,5,24,12,10,0,0,0,47,0,8,6,9,7,0,0,3,37,45,1060,7463,25413,18239,3960,638,603,57422
CED202,79,661,5988,25779,16319,2145,375,598,51946,6,805,2309,1414,274,23,6,113,4956,8,45,200,235,71,5,4,12,584,18,847,2510,1654,343,31,15,123,5537,5,319,555,201,9,0,3,29,1123,0,16,48,18,8,0,0,0,88,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,0,16,12,338,606,224,18,3,3,32,1234,15,71,66,41,22,0,4,10,226,3,22,7,26,27,7,7,3,101,114,1941,9181,27725,16723,2184,401,768,59035
CED203,81,811,7157,26925,16197,2152,426,660,54416,16,556,1995,606,51,7,0,76,3322,0,42,178,219,38,0,0,6,486,22,606,2170,826,87,10,5,87,3804,11,90,221,73,5,0,0,9,418,0,0,3,9,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,22,11,97,234,82,11,3,0,19,456,30,69,66,69,24,4,4,9,279,7,23,29,25,26,3,0,3,109,149,1612,9656,27928,16347,2172,431,777,59059
CED204,48,241,2412,23559,17120,3424,645,658,48108,3,394,2813,1508,411,51,7,134,5329,3,24,613,1192,430,109,18,37,2433,7,425,3428,2697,842,160,30,178,7758,4,182,1459,219,14,3,0,67,1955,0,38,215,21,0,0,0,8,284,0,17,74,13,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,8,10,3,6,0,0,4,33,9,243,1759,261,19,10,5,78,2378,0,50,50,11,0,0,0,0,117,0,10,15,18,10,0,0,9,57,71,965,7664,26540,17983,3596,675,929,58429
CED205,40,252,1684,21677,20881,3104,450,859,48957,6,125,711,1260,273,15,3,61,2460,4,38,1032,1249,189,15,4,54,2583,4,161,1742,2510,468,32,8,116,5039,0,79,427,475,31,11,3,22,1045,0,0,0,0,0,0,0,0,0,17,21,70,17,0,0,0,3,128,0,0,0,0,0,0,0,0,0,0,12,3,5,0,0,0,0,29,14,111,506,498,29,12,5,25,1208,7,89,12,4,5,0,0,7,115,0,8,5,24,11,8,0,5,58,72,627,3946,24715,21390,3155,461,1009,55380
CED206,88,713,4776,25369,16601,3790,919,530,52796,10,384,1167,437,34,3,3,31,2067,0,58,390,355,30,3,0,14,849,10,444,1560,787,62,7,3,38,2919,0,73,114,41,6,0,5,3,245,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,8,3,4,0,0,50,0,101,143,46,10,10,5,5,313,17,94,61,17,6,0,0,4,216,0,6,19,28,8,6,3,0,71,115,1366,6556,26252,16692,3814,930,581,56307
CED207,30,193,2627,18223,17022,4875,832,442,44246,16,287,2593,1784,534,87,21,87,5407,16,58,707,2181,1473,159,33,33,4662,31,344,3305,3966,2012,240,52,123,10072,99,669,2122,2574,542,46,8,82,6147,40,458,993,124,5,0,0,25,1640,25,761,1340,123,13,0,0,42,2304,3,303,894,49,4,0,4,18,1263,0,17,7,4,10,4,0,0,49,170,2206,5360,2871,564,53,14,161,11399,0,0,12,9,0,0,0,0,28,0,11,16,11,9,0,0,3,47,235,2756,11321,25083,19604,5174,900,728,65793
CED208,37,398,6274,18739,7766,1440,299,391,35348,11,1062,5130,2108,253,34,10,154,8759,10,724,3765,3074,452,36,6,76,8158,24,1786,8894,5188,705,71,16,231,16920,53,1978,2285,314,38,8,4,59,4744,57,543,787,110,13,0,0,25,1542,37,951,1886,137,4,0,3,27,3042,7,230,187,10,0,0,0,4,440,4,12,6,10,6,4,0,0,32,161,3713,5160,590,54,12,9,105,9802,12,77,160,79,20,8,3,3,356,5,10,16,3,3,0,0,10,45,236,5985,20511,24592,8545,1539,327,745,62474
CED209,32,246,3758,22722,20993,2593,481,517,51352,17,221,1549,738,208,13,0,67,2802,5,34,183,489,118,7,4,9,855,18,258,1724,1225,324,21,3,81,3656,0,7,92,100,3,0,0,5,204,0,13,18,7,0,0,0,0,37,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,17,0,27,115,105,6,0,0,8,260,17,83,64,32,10,3,0,5,215,0,4,11,19,19,0,10,7,70,69,620,5685,24100,21346,2621,496,616,55553
CED210,47,532,6399,27897,13254,2050,365,638,51184,20,1510,3420,1180,129,17,10,133,6422,3,126,584,675,134,12,0,15,1551,28,1635,4004,1857,257,28,7,152,7973,20,519,918,258,17,0,4,37,1774,5,52,93,4,0,0,0,5,163,5,80,184,26,0,0,0,4,300,0,20,68,44,6,0,4,0,134,0,4,8,4,0,0,0,0,11,23,675,1274,338,27,0,3,45,2382,20,96,144,59,34,3,0,6,367,0,20,25,29,10,3,0,5,88,123,2963,11840,30174,13582,2088,376,842,61989
CED211,36,364,6905,23219,16626,3294,500,424,51377,22,658,2950,1759,207,34,11,169,5807,0,34,575,1384,335,30,4,28,2388,22,693,3529,3145,545,62,12,193,8198,0,34,288,144,18,0,0,7,496,0,84,531,69,4,0,0,5,686,0,286,579,90,0,0,0,13,971,0,12,55,5,0,0,0,4,74,0,8,14,10,11,5,3,0,47,3,434,1460,313,30,3,3,27,2274,0,3,18,9,0,0,0,0,29,0,8,15,15,3,0,0,0,49,62,1503,11919,26697,17201,3364,520,654,61926
CED212,86,334,3055,24777,15711,2995,547,533,48044,13,666,3958,2089,199,13,4,129,7070,14,71,770,1188,170,22,3,23,2255,26,733,4723,3279,370,37,9,154,9327,52,298,675,111,14,0,6,30,1177,0,13,140,28,0,0,0,0,180,4,9,92,4,0,0,0,4,116,10,14,0,0,0,0,0,0,24,0,24,19,4,12,5,0,0,61,59,356,926,141,19,0,5,33,1553,23,156,81,17,15,0,0,14,307,6,16,12,14,8,0,0,3,55,205,1589,8801,28230,16117,3038,561,744,59295
CED213,57,410,5396,24434,14989,2977,619,620,49502,6,314,2775,1735,126,7,4,126,5087,0,17,315,1078,278,23,3,17,1729,6,330,3093,2806,404,29,7,138,6822,4,120,801,428,23,0,0,24,1399,0,20,70,30,0,0,0,4,129,0,0,34,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,12,19,0,4,0,3,6,44,4,157,918,471,31,3,3,30,1616,17,140,237,43,7,5,0,15,450,0,12,9,15,3,0,0,3,45,83,1044,9657,27769,15432,3013,635,806,58434
CED214,57,428,5180,22462,8894,1714,315,649,39695,16,624,2256,1637,174,21,0,106,4828,11,170,2305,3999,1100,139,19,126,7873,25,790,4561,5635,1274,159,22,231,12704,21,1226,2803,652,37,3,6,105,4860,17,499,1108,196,13,0,0,21,1850,51,726,1500,160,3,0,0,38,2486,28,618,743,96,8,0,0,15,1520,0,17,26,17,3,0,0,4,76,120,3086,6184,1125,71,6,13,186,10787,9,73,97,58,23,0,0,6,273,0,18,27,27,6,0,0,5,86,214,4397,16047,29305,10267,1881,354,1077,63541
CED215,32,193,3868,21142,20849,2710,282,647,49732,10,372,1930,1878,696,45,4,71,5009,5,79,1421,3350,1121,131,13,59,6174,18,449,3351,5224,1816,180,16,136,11187,13,344,1176,407,35,12,8,33,2018,4,111,146,17,0,0,0,10,281,0,107,373,26,0,0,0,3,513,4,93,111,27,0,0,3,12,253,0,5,0,0,4,0,0,0,17,19,663,1808,484,37,7,12,64,3082,0,41,39,24,6,3,3,10,125,0,13,14,16,10,0,0,4,52,69,1349,9085,26886,22718,2903,312,855,64179
CED216,126,753,6166,28805,15374,2256,420,936,54833,16,392,1496,487,44,0,7,67,2512,3,57,122,123,16,4,5,7,346,18,448,1617,611,58,8,15,81,2855,20,528,1372,215,17,0,0,75,2229,0,0,29,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,0,0,0,19,20,537,1406,221,23,0,0,70,2277,46,199,177,45,23,3,4,30,529,6,21,29,41,18,5,4,14,133,217,1953,9397,29722,15496,2272,443,1132,60630
CED217,16,158,3277,13644,12759,3460,452,270,34035,16,389,4214,2686,304,30,6,76,7727,5,78,1156,3397,1485,111,15,45,6287,23,467,5365,6082,1787,138,24,120,14010,37,1231,2809,674,60,13,10,73,4896,15,326,1569,395,22,0,0,30,2354,23,663,1478,207,9,0,0,21,2397,0,75,214,25,0,0,0,3,315,0,9,3,6,13,0,0,5,29,74,2297,6070,1304,95,14,14,131,10003,3,52,204,61,11,0,0,8,334,0,5,18,26,12,0,0,0,62,117,2983,14939,21118,14665,3620,482,523,58440
CED218,36,113,1131,21330,21074,3143,400,674,47910,10,87,1073,1923,513,38,3,92,3747,0,9,281,1592,352,67,13,38,2352,10,94,1354,3517,872,104,17,129,6100,5,138,72,153,6,0,0,10,383,0,7,122,6,0,0,0,0,131,0,7,122,7,0,0,0,4,137,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,3,20,5,160,323,164,12,0,0,13,677,17,77,9,7,4,0,0,3,111,0,6,6,10,16,3,0,0,42,69,450,2823,25031,21977,3252,414,825,54844
CED219,50,164,1704,22017,23047,2967,550,728,51226,6,273,1398,1051,165,7,6,59,2956,0,12,107,417,40,6,0,9,580,6,284,1499,1463,201,7,6,66,3532,8,107,609,376,14,0,0,19,1139,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,18,5,5,3,0,0,39,13,129,628,381,25,4,0,22,1201,3,32,18,13,3,0,0,0,68,0,0,5,4,20,5,0,6,38,71,607,3853,23884,23302,2983,558,818,56076
CED220,11,158,2518,8806,8110,2411,379,175,22564,15,424,4372,2750,368,56,12,91,8081,0,163,1438,3112,896,90,17,45,5753,15,588,5804,5860,1260,138,27,136,13834,90,2780,4458,1094,105,9,11,131,8691,104,3079,5015,800,32,19,9,73,9126,156,2698,3673,786,20,0,0,87,7421,118,1785,2653,392,12,0,0,61,5028,3,3,4,0,3,0,0,0,16,467,10349,15811,3076,173,36,24,348,30279,8,119,184,63,3,4,6,6,399,3,21,14,20,7,4,0,5,79,507,11234,24331,17826,9562,2588,435,668,67153
CED221,50,194,1924,21272,23827,2978,426,699,51370,5,48,1373,1458,670,49,8,80,3686,0,22,218,665,184,28,0,17,1130,5,71,1592,2125,854,77,10,95,4824,0,23,461,81,17,4,0,14,596,0,16,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,24,0,52,477,81,18,4,0,11,646,0,0,5,0,0,0,0,0,7,4,3,8,17,9,0,0,5,56,59,319,4007,23498,24714,3064,440,806,56904
CED222,64,255,4437,25981,12127,2618,573,629,46683,10,639,3437,2369,285,24,8,118,6885,5,55,1199,2886,1432,131,32,87,5827,18,693,4633,5250,1724,152,43,202,12714,28,790,2839,1355,270,22,4,103,5410,19,197,617,54,0,0,0,7,901,18,402,881,37,14,0,0,9,1370,0,64,289,24,0,0,0,7,389,0,12,11,15,6,4,0,0,52,74,1464,4642,1481,296,24,6,133,8112,14,99,34,9,0,0,0,6,168,0,14,26,18,3,0,3,0,67,173,2526,13776,32737,14147,2796,619,974,67744
CED223,144,890,6386,27767,16978,2219,481,993,55857,11,606,2439,494,36,6,0,265,3855,0,23,66,62,12,4,0,7,170,11,622,2506,553,46,11,3,266,4028,8,87,269,37,10,3,0,19,428,0,3,7,4,0,0,0,0,15,0,11,3,0,0,0,0,0,15,0,3,3,0,0,0,0,0,10,0,9,3,4,3,0,0,0,20,10,106,281,51,13,6,0,14,493,42,147,91,72,25,4,3,81,461,4,13,39,41,16,9,5,14,140,210,1786,9307,28480,17079,2246,497,1373,60982
CED224,37,201,2655,15809,13573,2787,402,332,35786,9,595,5025,2803,306,18,9,104,8874,5,79,1559,3614,935,81,16,61,6351,14,680,6583,6427,1239,98,21,171,15231,36,935,3710,1446,126,12,11,101,6381,0,121,627,56,13,0,0,11,826,3,400,837,74,0,0,0,23,1336,0,76,261,6,0,0,0,0,346,0,0,0,3,5,0,0,0,15,43,1533,5442,1583,137,18,16,140,8912,17,133,163,34,3,0,0,10,363,0,15,5,9,10,0,0,4,50,118,2566,14846,23871,14959,2898,435,647,60340
CED225,39,271,4117,22411,15254,3210,522,343,46165,16,503,2513,1214,111,12,4,54,4423,3,92,1219,2024,374,27,3,47,3791,18,586,3729,3243,484,41,10,103,8219,11,350,1369,582,57,0,3,34,2415,0,90,356,54,5,0,0,9,516,8,287,582,63,4,0,0,15,964,0,181,99,15,0,0,0,0,299,0,15,14,0,3,6,0,0,37,23,929,2428,724,63,8,7,52,4230,0,0,21,17,0,0,0,0,42,0,9,20,8,9,0,0,0,52,79,1806,10323,26401,15807,3254,531,506,58707
CED226,12,138,2479,11226,13439,4978,778,228,33286,16,255,3981,3068,516,66,9,66,7974,8,57,856,2777,1031,95,7,34,4862,19,311,4840,5848,1547,157,13,97,12836,70,983,3624,759,92,11,16,64,5607,87,1209,3018,427,32,3,0,51,4840,55,1193,2266,437,20,4,0,38,4022,10,266,300,35,4,0,0,12,626,0,3,6,5,0,4,0,0,14,217,3655,9217,1666,150,24,16,167,15109,5,29,70,65,10,3,5,8,184,3,18,12,24,10,3,5,4,76,255,4153,16614,18823,15153,5167,816,499,61481
