region_id,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
CED317,64,225,0,289,4311,807,5407,352,191,12,555,3237,624,4416,2779,327,93,3199,4644,1213,9056,4598,344,166,5108,4212,1218,10538,2289,512,82,2883,7434,1175,11492,385,704,14,1103,8167,1005,10275,75,444,5,524,5551,828,6903,12,120,0,132,2649,576,3357,3,7,0,10,644,174,828,10557,2874,372,13803,40849,7620,62272,164,489,13,666,3527,635,4828,908,345,38,1291,2305,340,3936,4338,487,314,5139,3102,676,8917,5663,554,386,6603,3063,789,10455,1903,1218,131,3252,6816,749,10817,151,1608,18,1777,6786,653,9216,49,720,0,769,4594,687,6050,15,129,0,144,2551,609,3304,3,9,0,12,1029,267,1308,13194,5559,900,19653,33773,5405,58831,228,714,13,955,7838,1442,10235,1260,536,50,1846,5542,964,8352,7117,814,407,8338,7746,1889,17973,10261,898,552,11711,7275,2007,20993,4192,1730,213,6135,14250,1924,22309,536,2312,32,2880,14953,1658,19491,124,1164,5,1293,10145,1515,12953,27,249,0,276,5200,1185,6661,6,16,0,22
CED318,71,272,6,349,4361,828,5538,332,287,18,637,3525,643,4805,2612,433,89,3134,6364,1366,10864,5074,408,187,5669,5466,1289,12424,2655,521,106,3282,7418,1152,11852,469,731,13,1213,7371,935,9519,74,430,6,510,3962,605,5077,10,96,0,106,1559,370,2035,3,7,0,10,425,128,563,11300,3185,425,14910,40451,7316,62677,187,525,18,730,3806,674,5210,869,454,55,1378,3239,571,5188,4478,760,328,5566,5430,1061,12057,6488,645,506,7639,4377,954,12970,2317,1116,151,3584,7385,879,11848,204,1606,16,1826,6269,698,8793,43,684,3,730,3281,491,4502,11,113,0,124,1691,360,2175,0,11,0,11,753,232,996,14597,5914,1077,21588,36231,5920,63739,258,797,24,1079,8167,1502,10748,1201,741,73,2015,6764,1214,9993,7090,1193,417,8700,11794,2427,22921,11562,1053,693,13308,9843,2243,25394,4972,1637,257,6866,14803,2031,23700,673,2337,29,3039,13640,1633,18312,117,1114,9,1240,7243,1096,9579,21,209,0,230,3250,730,4210,3,18,0,21
CED319,23,186,0,209,3988,418,4615,161,187,0,348,4298,384,5030,2320,368,66,2754,7620,725,11099,5230,255,193,5678,4675,599,10952,2433,312,77,2822,6013,474,9309,372,653,10,1035,6028,442,7505,47,717,0,764,3485,410,4659,21,193,0,214,2487,514,3215,0,7,0,7,861,308,1176,10607,2878,346,13831,39455,4274,57560,60,363,3,426,3458,323,4207,371,330,20,721,4083,294,5098,3558,626,200,4384,6183,528,11095,6187,456,435,7078,3855,475,11408,2095,745,130,2970,6400,398,9768,111,1695,14,1820,5671,377,7868,41,1227,3,1271,3872,491,5634,14,235,0,249,3449,765,4463,4,18,0,22,1764,668,2454,12441,5695,805,18941,38735,4319,61995,83,549,3,635,7446,741,8822,532,517,20,1069,8381,678,10128,5878,994,266,7138,13803,1253,22194,11417,711,628,12756,8530,1074,22360,4528,1057,207,5792,12413,872,19077,483,2348,24,2855,11699,819,15373,88,1944,3,2035,7357,901,10293,35,428,0,463,5936,1279,7678,4,25,0,29
CED320,32,233,7,272,4315,624,5211,369,194,13,576,3186,469,4231,3044,298,132,3474,3771,767,8012,4623,256,200,5079,3442,747,9268,1973,483,75,2531,5838,618,8987,310,813,16,1139,6596,565,8300,54,560,0,614,4912,568,6094,11,80,0,91,2375,500,2966,0,7,0,7,614,202,823,10416,2924,443,13783,35049,5060,53892,129,457,11,597,4003,498,5098,916,335,61,1312,2620,265,4197,4625,425,388,5438,2749,494,8681,5796,454,408,6658,2886,532,10076,1760,1167,143,3070,5955,459,9484,125,1815,11,1951,6320,454,8725,30,775,0,805,4756,541,6102,9,93,0,102,2389,592,3083,0,8,0,8,927,287,1222,13390,5529,1022,19941,32605,4122,56668,161,690,18,869,8318,1122,10309,1285,529,74,1888,5806,734,8428,7669,723,520,8912,6520,1261,16693,10419,710,608,11737,6328,1279,19344,3733,1650,218,5601,11793,1077,18471,435,2628,27,3090,12916,1019,17025,84,1335,0,1419,9668,1109,12196,20,173,0,193,4764,1092,6049,0,15,0,15
CED321,54,221,0,275,3826,612,4713,371,186,11,568,2930,329,3827,2899,234,81,3214,3833,627,7674,4601,228,122,4951,3693,775,9419,2161,425,61,2647,6804,759,10210,359,640,10,1009,8209,758,9976,60,435,0,495,5885,805,7185,3,70,0,73,2970,583,3626,4,3,0,7,803,189,999,10512,2442,285,13239,38953,5437,57629,144,411,9,564,3274,466,4304,831,309,51,1191,2164,199,3554,4433,423,305,5161,2781,506,8448,5605,398,341,6344,2707,606,9657,1806,1161,111,3078,6493,528,10099,118,1529,10,1657,7142,590,9389,31,709,3,743,5311,684,6738,9,105,4,118,3058,657,3833,6,8,0,14,1363,290,1667,12983,5053,834,18870,34293,4526,57689,198,632,9,839,7100,1078,9017,1202,495,62,1759,5094,528,7381,7332,657,386,8375,6614,1133,16122,10206,626,463,11295,6400,1381,19076,3967,1586,172,5725,13297,1287,20309,477,2169,20,2666,15351,1348,19365,91,1144,3,1238,11196,1489,13923,12,175,4,191,6028,1240,7459,10,11,0,21
CED322,26,156,0,182,4166,475,4823,129,150,7,286,3775,391,4452,2152,302,50,2504,5376,682,8562,4871,235,166,5272,3687,650,9609,2429,303,58,2790,5584,619,8993,379,722,6,1107,6416,582,8105,71,616,6,693,4416,542,5651,13,112,0,125,2591,576,3292,0,5,0,5,881,285,1171,10070,2601,293,12964,36892,4802,54658,57,312,3,372,3887,410,4669,347,316,20,683,3621,353,4657,3564,493,208,4265,4502,568,9335,6204,342,388,6934,2974,585,10493,2342,832,94,3268,6439,546,10253,152,1780,11,1943,6458,499,8900,32,932,3,967,4540,603,6110,11,153,0,164,3106,807,4077,4,11,0,15,1338,560,1913,12713,5171,727,18611,36865,4931,60407,83,468,3,554,8053,885,9492,476,466,27,969,7396,744,9109,5716,795,258,6769,9878,1250,17897,11075,577,554,12206,6661,1235,20102,4771,1135,152,6058,12023,1165,19246,531,2502,17,3050,12874,1081,17005,103,1548,9,1660,8956,1145,11761,24,265,0,289,5697,1383,7369,4,16,0,20
CED323,35,163,3,201,3625,600,4426,141,193,4,338,4911,835,6084,1966,326,49,2341,8117,1525,11983,3903,239,118,4260,4845,1080,10185,2139,295,63,2497,5812,870,9179,398,625,10,1033,6759,853,8645,71,564,6,641,4779,751,6171,8,117,0,125,2664,655,3444,0,8,0,8,971,289,1268,8661,2530,253,11444,42483,7458,61385,68,307,0,375,3403,551,4329,397,360,24,781,5124,770,6675,3104,550,157,3811,6559,1182,11552,5057,363,276,5696,3409,832,9937,1964,715,100,2779,6337,755,9871,170,1561,11,1742,6571,770,9083,42,937,4,983,4842,804,6629,12,148,0,160,3186,873,4219,4,10,0,14,1571,586,2171,10818,4951,572,16341,41002,7123,64466,103,470,3,576,7028,1151,8755,538,553,28,1119,10035,1605,12759,5070,876,206,6152,14676,2707,23535,8960,602,394,9956,8254,1912,20122,4103,1010,163,5276,12149,1625,19050,568,2186,21,2775,13330,1623,17728,113,1501,10,1624,9621,1555,12800,20,265,0,285,5850,1528,7663,4,18,0,22
CED324,28,173,0,201,4198,499,4898,135,187,3,325,6373,617,7315,2324,311,59,2694,8997,934,12625,4814,204,144,5162,4520,625,10307,2600,263,72,2935,5541,518,8994,396,661,8,1065,5733,451,7249,50,742,6,798,3235,345,4378,10,152,5,167,1909,314,2390,4,7,0,11,687,201,899,10361,2700,297,13358,41193,4504,59055,44,355,3,402,4011,391,4804,321,381,21,723,5934,390,7047,3595,566,170,4331,7053,639,12023,5816,382,403,6601,3437,507,10545,2221,647,129,2997,5928,393,9318,186,1640,16,1842,5417,373,7632,45,1078,3,1126,3220,403,4749,14,188,3,205,2538,478,3221,0,10,0,10,1303,469,1782,12242,5247,748,18237,38841,4043,61121,72,528,3,603,8209,890,9702,456,568,24,1048,12307,1007,14362,5919,877,229,7025,16050,1573,24648,10630,586,547,11763,7957,1132,20852,4821,910,201,5932,11469,911,18312,582,2301,24,2907,11150,824,14881,95,1820,9,1924,6455,748,9127,24,340,8,372,4447,792,5611,4,17,0,21
CED325,73,264,3,340,4411,682,5433,359,232,10,601,3888,643,5132,3251,378,100,3729,5825,1174,10728,5207,266,161,5634,4331,1057,11022,2428,381,84,2893,5865,800,9558,362,706,14,1082,5357,506,6945,53,513,0,566,2744,347,3657,17,79,0,96,1308,246,1650,0,11,0,11,372,101,484,11750,2830,372,14952,34101,5556,54609,140,499,9,648,4194,480,5322,852,402,40,1294,3363,314,4971,5020,579,308,5907,4381,615,10903,6461,470,381,7312,3494,577,11383,1919,1058,128,3105,5994,445,9544,156,1550,13,1719,4913,347,6979,43,738,0,781,2793,343,3917,7,112,0,119,1709,313,2141,0,13,0,13,799,196,1008,14598,5421,879,20898,31640,3630,56168,213,763,12,988,8605,1162,10755,1211,634,50,1895,7251,957,10103,8271,957,408,9636,10206,1789,21631,11668,736,542,12946,7825,1634,22405,4347,1439,212,5998,11859,1245,19102,518,2256,27,2801,10270,853,13924,96,1251,0,1347,5537,690,7574,24,191,0,215,3017,559,3791,0,24,0,24
CED326,45,207,0,252,3974,488,4714,298,173,7,478,3260,309,4047,2789,328,101,3218,4695,504,8417,4760,283,173,5216,3901,608,9725,2104,397,62,2563,5698,542,8803,302,793,9,1104,6203,451,7758,50,623,0,673,4127,481,5281,21,124,0,145,2446,437,3028,0,10,0,10,788,187,985,10369,2938,352,13659,35092,4007,52758,105,419,5,529,3559,409,4497,671,325,33,1029,2854,219,4102,4204,491,305,5000,3746,429,9175,6002,397,392,6791,3293,456,10540,1722,1039,107,2868,6012,409,9289,145,1976,12,2133,6017,398,8548,33,926,5,964,4550,494,6008,8,148,5,161,3260,680,4101,5,6,0,11,1632,392,2035,12895,5727,864,19486,34923,3886,58295,150,626,5,781,7533,897,9211,969,498,40,1507,6114,528,8149,6993,819,406,8218,8441,933,17592,10762,680,565,12007,7194,1064,20265,3826,1436,169,5431,11710,951,18092,447,2769,21,3237,12220,849,16306,83,1549,5,1637,8677,975,11289,29,272,5,306,5706,1117,7129,5,16,0,21
CED327,77,331,4,412,5449,884,6745,518,278,10,806,5073,588,6467,4069,437,109,4615,7397,890,12902,5462,324,187,5973,4729,810,11512,2323,511,62,2896,6583,662,10141,350,918,19,1287,6724,565,8576,90,515,0,605,3469,427,4501,13,75,0,88,1247,248,1583,3,5,0,8,342,127,477,12905,3394,391,16690,41013,5201,62904,189,585,5,779,4839,674,6292,1063,502,58,1623,4279,451,6353,6224,713,334,7271,5400,733,13404,6641,492,385,7518,4084,736,12338,1996,1345,112,3453,7023,600,11076,195,2065,14,2274,6193,550,9017,44,694,4,742,3106,416,4264,5,96,3,104,1494,330,1928,3,10,0,13,765,195,973,16360,6502,915,23777,37183,4685,65645,266,916,9,1191,10288,1558,13037,1581,780,68,2429,9352,1039,12820,10293,1150,443,11886,12797,1623,26306,12103,816,572,13491,8813,1546,23850,4319,1856,174,6349,13606,1262,21217,545,2983,33,3561,12917,1115,17593,134,1209,4,1347,6575,843,8765,18,171,3,192,2741,578,3511,6,15,0,21
CED328,27,223,0,250,5360,410,6020,73,202,5,280,7569,441,8290,1780,277,48,2105,7826,608,10539,5430,200,199,5829,3673,396,9898,3136,229,112,3477,5131,373,8981,465,661,13,1139,6094,319,7552,48,877,0,925,3378,230,4533,13,208,0,221,1782,218,2221,0,15,0,15,608,147,770,10972,2892,377,14241,41421,3142,58804,35,394,3,432,5214,373,6019,172,430,9,611,7080,360,8051,2676,486,151,3313,6559,423,10295,6614,358,531,7503,2860,343,10706,2972,523,184,3679,5888,306,9873,172,1679,18,1869,6028,273,8170,29,1432,10,1471,3034,259,4764,14,261,0,275,2295,380,2950,0,19,0,19,1289,422,1730,12684,5582,906,19172,40247,3139,62558,62,617,3,682,10574,783,12039,245,632,14,891,14649,801,16341,4456,763,199,5418,14385,1031,20834,12044,558,730,13332,6533,739,20604,6108,752,296,7156,11019,679,18854,637,2340,31,3008,12122,592,15722,77,2309,10,2396,6412,489,9297,27,469,0,496,4077,598,5171,0,34,0,34
CED329,51,175,0,226,3653,536,4415,209,130,8,347,2233,280,2860,2002,222,59,2283,2914,549,5746,3896,199,141,4236,3191,645,8072,2261,401,88,2750,6196,747,9693,417,701,26,1144,8372,672,10188,76,525,0,601,6468,759,7828,7,103,0,110,2932,622,3664,3,5,0,8,773,268,1049,8922,2461,322,11705,36732,5078,53515,95,347,11,453,3192,418,4063,525,232,27,784,1779,156,2719,3220,328,220,3768,2095,310,6173,5221,350,346,5917,2638,453,9008,2208,976,146,3330,6826,481,10637,131,1641,20,1792,8068,560,10420,33,785,4,822,5835,722,7379,5,107,0,112,2967,719,3798,4,6,0,10,1189,553,1752,11442,4772,774,16988,34589,4372,55949,146,522,11,679,6845,954,8478,734,362,35,1131,4012,436,5579,5222,550,279,6051,5009,859,11919,9117,549,487,10153,5829,1098,17080,4469,1377,234,6080,13022,1228,20330,548,2342,46,2936,16440,1232,20608,109,1310,4,1423,12303,1481,15207,12,210,0,222,5899,1341,7462,7,11,0,18
CED330,42,232,0,274,4289,542,5105,199,151,8,358,2757,290,3405,2430,205,76,2711,3364,469,6544,5304,284,195,5783,3634,663,10080,2599,496,108,3203,6471,683,10357,357,778,7,1142,6946,560,8648,55,531,4,590,4485,499,5574,3,95,0,98,1787,358,2243,6,4,0,10,430,114,554,10995,2776,398,14169,34163,4178,52510,94,428,5,527,3992,477,4996,525,289,29,843,2345,199,3387,3845,347,261,4453,2491,374,7318,6586,439,457,7482,2932,496,10910,2263,1181,142,3586,6369,523,10478,125,1773,16,1914,6161,445,8520,24,747,5,776,3758,451,4985,7,96,3,106,1763,332,2201,5,5,0,10,808,171,989,13474,5305,918,19697,30619,3468,53784,136,660,5,801,8281,1019,10101,724,440,37,1201,5102,489,6792,6275,552,337,7164,5855,843,13862,11890,723,652,13265,6566,1159,20990,4862,1677,250,6789,12840,1206,20835,482,2551,23,3056,13107,1005,17168,79,1278,9,1366,8243,950,10559,10,191,3,204,3550,690,4444,11,9,0,20
CED394,4,11,0,15,182,73,270,21,18,3,42,395,136,573,142,48,7,197,777,245,1219,201,22,13,236,494,237,967,69,38,3,110,662,212,984,15,74,0,89,1127,222,1438,3,32,0,35,754,141,930,0,6,0,6,153,41,200,0,0,0,0,20,3,23,455,249,26,730,4564,1310,6604,5,32,0,37,158,57,252,47,41,3,91,384,71,546,180,47,11,238,540,103,881,175,32,5,212,286,89,587,40,68,3,111,535,84,730,6,120,0,126,967,114,1207,4,40,0,44,452,56,552,0,8,0,8,67,20,95,0,0,0,0,21,8,29,457,388,22,867,3410,602,4879,9,43,0,52,340,130,522,68,59,6,133,779,207,1119,322,95,18,435,1317,348,2100,376,54,18,448,780,326,1554,109,106,6,221,1197,296,1714,21,194,0,215,2094,336,2645,7,72,0,79,1206,197,1482,0,14,0,14,220,61,295,0,0,0,0
CED397,0,0,0,0,11,0,11,7,0,0,7,25,5,37,4,0,0,4,36,8,48,6,0,0,6,26,8,40,5,4,0,9,22,16,47,0,4,0,4,29,6,39,0,0,0,0,17,3,20,0,0,0,0,9,9,18,0,0,0,0,3,0,3,22,8,0,30,178,55,263,0,3,0,3,4,0,7,0,0,0,0,15,3,18,0,3,0,3,8,3,14,6,3,0,9,9,3,21,5,0,0,5,22,4,31,0,3,0,3,20,8,31,0,4,0,4,22,9,35,0,0,0,0,21,4,25,0,0,0,0,3,3,6,11,16,0,27,124,37,188,0,3,0,3,15,0,18,7,0,0,7,40,8,55,4,3,0,7,44,11,62,12,3,0,15,35,11,61,10,4,0,14,44,20,78,0,7,0,7,49,14,70,0,4,0,4,39,12,55,0,0,0,0,30,13,43,0,0,0,0
CED401,23,165,3,191,3808,487,4486,76,196,6,278,6603,674,7555,1821,368,24,2213,10093,1082,13388,4502,248,140,4890,4938,753,10581,2642,246,84,2972,6160,685,9817,463,664,17,1144,6523,587,8254,41,724,0,765,3422,415,4602,11,174,0,185,2341,423,2949,0,13,0,13,1039,246,1298,9579,2798,274,12651,44927,5352,62930,34,293,5,332,3652,376,4360,203,342,7,552,6516,426,7494,2945,641,130,3716,8053,709,12478,5275,436,335,6046,3571,481,10098,2300,633,149,3082,6274,490,9846,184,1702,9,1895,6290,463,8648,39,1150,8,1197,3439,453,5089,15,250,0,265,3308,624,4197,0,21,0,21,2148,551,2720,10995,5468,643,17106,43251,4573,64930,57,458,8,523,7460,863,8846,279,538,13,830,13119,1100,15049,4766,1009,154,5929,18146,1791,25866,9777,684,475,10936,8509,1234,20679,4942,879,233,6054,12434,1175,19663,647,2366,26,3039,12813,1050,16902,80,1874,8,1962,6861,868,9691,26,424,0,450,5649,1047,7146,0,34,0,34
CED402,36,240,0,276,4186,543,5005,265,189,10,464,3169,287,3920,2817,284,87,3188,4144,617,7949,4826,284,184,5294,3797,703,9794,2422,501,75,2998,7250,639,10887,309,1039,4,1352,8433,616,10401,57,615,0,672,5595,592,6859,6,118,0,124,3140,568,3832,3,5,0,8,868,218,1094,10741,3275,360,14376,40582,4783,59741,96,406,5,507,3620,431,4558,641,308,37,986,2219,143,3348,4173,450,334,4957,2669,311,7937,5698,413,397,6508,2886,384,9778,1874,1323,93,3290,6958,400,10648,136,2219,9,2364,7035,466,9865,41,962,4,1007,5303,585,6895,12,144,0,156,3497,744,4397,3,18,0,21,1798,409,2228,12674,6243,879,19796,35985,3873,59654,132,646,5,783,7806,974,9563,906,497,47,1450,5388,430,7268,6990,734,421,8145,6813,928,15886,10524,697,581,11802,6683,1087,19572,4296,1824,168,6288,14208,1039,21535,445,3258,13,3716,15468,1082,20266,98,1577,4,1679,10898,1177,13754,18,262,0,280,6637,1312,8229,6,23,0,29
CED403,23,159,3,185,3872,350,4407,54,160,3,217,3943,227,4387,1616,234,37,1887,5349,370,7606,4617,202,180,4999,3239,309,8547,2756,262,106,3124,5590,364,9078,359,972,13,1344,6729,341,8414,62,1111,4,1177,4041,316,5534,13,280,0,293,3016,386,3695,3,18,0,21,1288,218,1527,9503,3398,346,13247,37067,2881,53195,36,325,3,364,3633,292,4289,182,320,5,507,3760,205,4472,2568,465,188,3221,4236,264,7721,5521,324,481,6326,2494,266,9086,2379,690,143,3212,6257,309,9778,148,2297,12,2457,6453,312,9222,39,1666,3,1708,4108,406,6222,8,331,3,342,4046,601,4989,3,32,0,35,2700,417,3152,10884,6450,838,18172,37687,3072,58931,59,484,6,549,7505,642,8696,236,480,8,724,7703,432,8859,4184,699,225,5108,9585,634,15327,10138,526,661,11325,5733,575,17633,5135,952,249,6336,11847,673,18856,507,3269,25,3801,13182,653,17636,101,2777,7,2885,8149,722,11756,21,611,3,635,7062,987,8684,6,50,0,56
CED404,49,237,3,289,3826,580,4695,336,192,24,552,3094,403,4049,2695,309,108,3112,4100,718,7930,4363,258,136,4757,3831,801,9389,2153,543,93,2789,7375,800,10964,307,932,12,1251,8191,724,10166,69,580,3,652,5998,700,7350,6,99,0,105,3141,562,3808,0,10,0,10,821,211,1042,9978,3160,379,13517,40377,5499,59393,113,417,13,543,3241,450,4234,747,319,45,1111,2224,227,3562,3892,484,365,4741,2587,436,7764,5057,489,349,5895,2765,430,9090,1691,1327,106,3124,6570,450,10144,122,1871,16,2009,6910,488,9407,36,824,9,869,5408,625,6902,8,147,3,158,3411,758,4327,4,9,0,13,1603,314,1930,11670,5887,906,18463,34719,4178,57360,162,654,16,832,7067,1030,8929,1083,511,69,1663,5318,630,7611,6587,793,473,7853,6687,1154,15694,9420,747,485,10652,6596,1231,18479,3844,1870,199,5913,13945,1250,21108,429,2803,28,3260,15101,1212,19573,105,1404,12,1521,11406,1325,14252,14,246,3,263,6552,1320,8135,4,19,0,23
CED405,24,141,0,165,3345,361,3871,72,145,3,220,4672,318,5210,1730,292,19,2041,7009,570,9620,4140,239,143,4522,4231,425,9178,2380,266,93,2739,5993,476,9208,308,858,5,1171,6460,378,8009,43,1001,3,1047,4144,401,5592,22,297,0,319,3317,554,4190,0,12,0,12,1399,325,1736,8719,3251,266,12236,40570,3808,56614,30,256,0,286,3251,259,3796,231,309,11,551,4299,239,5089,2722,530,127,3379,5761,382,9522,4912,386,343,5641,3175,306,9122,2022,627,113,2762,6414,336,9512,148,2078,8,2234,6176,339,8749,49,1579,5,1633,4473,470,6576,19,308,3,330,4429,833,5592,0,18,0,18,2621,754,3393,10133,6091,610,16834,40599,3918,61351,54,397,0,451,6596,620,7667,303,454,14,771,8971,557,10299,4452,822,146,5420,12770,952,19142,9052,625,486,10163,7406,731,18300,4402,893,206,5501,12407,812,18720,456,2936,13,3405,12636,717,16758,92,2580,8,2680,8617,871,12168,41,605,3,649,7746,1387,9782,0,30,0,30
CED406,42,202,0,244,4480,475,5199,269,213,11,493,4001,236,4730,3140,341,108,3589,5504,429,9522,5247,288,217,5752,4037,449,10238,2365,491,94,2950,6661,501,10112,336,1150,8,1494,7309,414,9217,42,817,3,862,4256,404,5522,9,124,0,133,2382,376,2891,3,12,0,15,767,167,949,11453,3638,441,15532,39397,3451,58380,81,421,4,506,3983,396,4885,625,409,33,1067,3319,191,4577,4795,608,366,5769,3842,352,9963,6068,452,495,7015,3112,358,10485,1897,1246,140,3283,7035,378,10696,138,2704,17,2859,6732,414,10005,30,1051,3,1084,4335,452,5871,7,121,0,128,2834,522,3484,5,8,0,13,1349,268,1630,13646,7020,1058,21724,36541,3331,61596,123,623,4,750,8463,871,10084,894,622,44,1560,7320,427,9307,7935,949,474,9358,9346,781,19485,11315,740,712,12767,7149,807,20723,4262,1737,234,6233,13696,879,20808,474,3854,25,4353,14041,828,19222,72,1868,6,1946,8591,856,11393,16,245,0,261,5216,898,6375,8,20,0,28
