region_id,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_Tot_M_EO,C10_12F_O_E_Tot_M_O_EVWW,C10_12F_O_E_Tot_M_O_ENWNA,C10_12F_O_E_Tot_M_O_PENS,C10_12F_O_E_Tot_M_O_E_T,C10_12F_O_E_Tot_M_LPENS,C10_12F_O_E_Tot_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_TM_EO,C13_14F_O_E_TM_O_EVWW,C13_14F_O_E_TM_O_ENWNA,C13_14F_O_E_TM_O_PENS,C13_14F_O_E_TM_O_E_T,C13_14F_O_E_TM_LPENS,C13_14F_O_E_TM_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,6628,118,0,5,123,0,6751,154,364,20,3,387,0,541,3,41,26,0,67,0,70,10,3,0,5,8,3,21,167,408,46,8,462,3,632,3,3,0,3,6,0,9,6798,529,46,16,591,3,7392,5775,83,3,3,89,3,5867,126,317,22,3,342,3,471,3,33,23,0,56,0,59,3,3,0,4,7,3,13,132,353,45,7,405,6,543,0,3,0,0,3,0,3,5907,439,48,10,497,9,6413,3362,30,3,3,36,3,3401,66,182,20,3,205,0,271,3,19,15,0,34,0,37,3,3,0,3,6,0,9,72,204,35,6,245,0,317,3,0,0,0,0,3,6,3437,234,38,9,281,6,3724,2255,26,0,3,29,0,2284,33,93,3,0,96,3,132,3,13,7,0,20,3,26,3,0,3,3,6,3,12,39,106,13,3,122,9,170,3,3,0,0,3,0,6,2297,135,13,6,154,9,2460,2781,21,3,3
CED302,6039,203,3,5,211,0,6250,326,934,21,0,955,3,1284,0,90,30,0,120,0,120,7,0,3,3,6,0,13,333,1024,54,3,1081,3,1417,3,3,0,0,3,3,9,6375,1230,57,8,1295,6,7676,5476,141,3,0,144,0,5620,215,903,34,3,940,0,1155,3,67,52,3,122,3,128,3,0,3,3,6,0,9,221,970,89,9,1068,3,1292,3,3,3,0,6,3,12,5700,1114,95,9,1218,6,6924,3139,94,3,3,100,3,3242,118,519,17,3,539,3,660,3,42,40,0,82,0,85,3,0,3,3,6,0,9,124,561,60,6,627,3,754,0,3,0,0,3,3,6,3263,658,63,9,730,9,4002,2099,43,3,0,46,3,2148,81,356,17,3,376,0,457,3,28,39,0,67,3,73,3,0,0,0,0,0,3,87,384,56,3,443,3,533,3,0,0,3,3,0,6,2189,427,59,6,492,6,2687,2632,58,0,0
CED303,6074,120,3,4,127,0,6201,163,270,3,0,273,3,439,3,9,11,0,20,3,26,5,3,0,3,6,0,11,171,282,14,3,299,6,476,3,3,0,3,6,0,9,6248,405,17,10,432,6,6686,6241,117,3,3,123,3,6367,150,310,3,3,316,3,469,3,12,11,3,26,0,29,3,0,0,3,3,0,6,156,322,14,9,345,3,504,3,0,0,0,0,3,6,6400,439,17,12,468,9,6877,3873,62,3,3,68,3,3944,96,209,4,0,213,0,309,3,10,5,0,15,3,21,3,0,0,3,3,3,9,102,219,9,3,231,6,339,3,0,3,0,3,0,6,3978,281,15,6,302,9,4289,2596,34,0,3,37,3,2636,42,147,3,0,150,0,192,0,3,3,0,6,0,6,3,3,0,3,6,0,9,45,153,6,3,162,0,207,3,3,0,3,6,0,9,2644,190,6,9,205,3,2852,3328,34,3,3
CED304,5084,183,3,3,189,3,5276,313,636,19,0,655,3,971,3,83,27,0,110,0,113,3,0,0,3,3,0,6,319,719,46,3,768,3,1090,3,0,0,0,0,3,6,5406,902,49,6,957,9,6372,4441,96,0,3,99,0,4540,170,462,12,0,474,0,644,0,37,32,0,69,0,69,3,3,3,3,9,0,12,173,502,47,3,552,0,725,0,0,0,0,0,3,3,4614,598,47,6,651,3,5268,2166,37,3,0,40,3,2209,72,214,9,0,223,0,295,3,15,8,0,23,0,26,3,0,0,3,3,0,6,78,229,17,3,249,0,327,3,3,3,0,6,0,9,2247,269,23,3,295,3,2545,1340,20,3,3,26,0,1366,44,101,5,3,109,0,153,0,14,6,0,20,0,20,3,0,0,3,3,0,6,47,115,11,6,132,0,179,3,3,0,0,3,0,6,1390,138,14,9,161,0,1551,1711,27,0,3
CED305,7125,78,3,4,85,3,7213,128,277,5,0,282,0,410,3,11,23,3,37,0,40,3,3,0,19,22,0,25,134,291,28,22,341,0,475,0,3,0,0,3,3,6,7259,372,31,26,429,6,7694,6574,63,3,3,69,0,6643,119,232,3,3,238,0,357,0,8,45,3,56,3,59,3,0,0,14,14,0,17,122,240,48,20,308,3,433,3,0,0,0,0,3,6,6699,303,51,23,377,6,7082,3897,31,3,3,37,0,3934,64,145,3,3,151,0,215,3,12,27,0,39,0,42,4,0,0,3,3,0,7,71,157,30,6,193,0,264,3,0,0,0,0,3,6,3971,188,33,9,230,3,4204,2458,19,0,3,22,0,2480,40,68,0,3,71,3,114,3,3,12,0,15,0,18,0,3,0,3,6,0,6,43,74,12,6,92,3,138,0,0,0,3,3,0,3,2501,93,12,12,117,3,2621,2703,17,3,3
CED306,6558,99,3,6,108,0,6666,172,300,3,0,303,0,475,3,37,18,0,55,0,58,3,0,3,3,6,0,9,178,337,24,3,364,0,542,0,0,3,0,3,3,6,6736,436,30,9,475,3,7214,6293,67,3,6,76,0,6369,137,351,4,0,355,3,495,3,34,14,3,51,0,54,3,3,3,3,9,0,12,143,388,21,6,415,3,561,3,0,3,3,6,3,12,6439,455,27,15,497,6,6942,3829,42,3,3,48,3,3880,85,204,3,3,210,0,295,3,12,5,0,17,3,23,3,0,3,3,6,0,9,91,216,11,6,233,3,327,3,0,0,3,3,3,9,3923,258,14,12,284,9,4216,2555,34,0,3,37,0,2592,41,159,3,0,162,0,203,3,3,3,3,9,0,12,0,0,3,3,6,0,6,44,162,9,6,177,0,221,3,3,0,0,3,3,9,2602,199,9,9,217,3,2822,2726,43,0,3
CED307,7642,157,0,9,166,0,7808,226,391,9,3,403,0,629,3,16,12,0,28,3,34,17,0,0,3,3,0,20,246,407,21,6,434,3,683,3,3,0,0,3,0,6,7891,567,21,15,603,3,8497,7250,123,3,7,133,0,7383,202,412,6,3,421,3,626,3,16,16,0,32,0,35,13,0,3,5,8,0,21,218,428,25,8,461,3,682,3,3,0,0,3,3,9,7471,554,28,15,597,6,8074,4191,48,3,3,54,0,4245,107,240,3,3,246,0,353,3,7,5,0,12,0,15,3,0,0,3,3,3,9,113,247,8,6,261,3,377,0,0,3,0,3,0,3,4304,295,14,9,318,3,4625,2720,28,0,3,31,0,2751,77,134,3,3,140,3,220,0,3,7,3,13,3,16,3,0,0,3,3,0,6,80,137,10,9,156,6,242,3,3,0,0,3,0,6,2803,168,10,12,190,6,2999,3508,31,3,3
CED308,6182,172,3,3,178,0,6360,311,649,29,3,681,3,995,3,70,26,3,99,0,102,14,0,0,7,7,0,21,328,719,55,13,787,3,1118,3,3,0,0,3,3,9,6513,894,58,16,968,6,7487,5455,152,3,3,158,3,5616,244,580,28,3,611,3,858,3,51,27,0,78,0,81,5,3,0,3,6,0,11,252,634,55,6,695,3,950,3,3,0,3,6,0,9,5710,789,58,12,859,6,6575,3220,80,0,3,83,3,3306,114,312,16,3,331,0,445,3,21,32,3,56,0,59,6,3,0,3,6,0,12,123,336,48,9,393,0,516,3,3,3,0,6,0,9,3346,419,51,12,482,3,3831,2103,49,0,0,49,0,2152,73,217,12,0,229,3,305,0,26,19,0,45,0,45,0,0,0,3,3,3,6,73,243,31,3,277,6,356,0,3,0,0,3,0,3,2176,295,31,3,329,6,2511,2514,66,0,3
CED309,5716,103,0,3,106,3,5825,155,190,5,0,195,0,350,3,13,0,0,13,0,16,6,0,3,8,11,0,17,164,203,8,8,219,0,383,0,3,0,3,6,0,6,5880,309,8,14,331,3,6214,5651,83,0,5,88,0,5739,142,208,3,3,214,0,356,0,7,3,0,10,0,10,7,3,0,3,6,0,13,149,218,6,6,230,0,379,3,0,3,0,3,0,6,5803,301,9,11,321,0,6124,3330,37,3,3,43,3,3376,61,106,3,0,109,3,173,0,5,0,3,8,0,8,3,0,0,3,3,0,6,64,111,3,6,120,3,187,0,0,0,0,0,3,3,3394,148,6,9,163,9,3566,2247,34,0,3,37,0,2284,48,67,3,3,73,0,121,0,0,0,0,0,3,3,3,0,0,3,3,0,6,51,67,3,6,76,3,130,0,0,0,3,3,3,6,2298,101,3,12,116,6,2420,2800,28,0,3
CED310,4923,85,0,13,98,3,5024,144,132,0,3,135,3,282,0,3,0,0,3,3,6,3,3,0,0,3,0,6,147,138,0,3,141,6,294,0,0,0,0,0,0,0,5070,223,0,16,239,9,5318,5099,72,0,3,75,0,5174,111,163,0,0,163,0,274,3,4,3,0,7,0,10,13,3,0,3,6,0,19,127,170,3,3,176,0,303,0,3,3,0,6,3,9,5226,245,6,6,257,3,5486,3071,35,0,0,35,3,3109,72,93,3,0,96,0,168,3,3,3,0,6,0,9,3,0,0,3,3,0,6,78,96,6,3,105,0,183,0,0,3,3,6,0,6,3149,131,9,6,146,3,3298,2002,21,3,3,27,3,2032,47,56,0,0,56,0,103,0,3,0,0,3,0,3,3,3,3,0,6,0,9,50,62,3,0,65,0,115,0,0,0,0,0,0,0,2052,83,6,3,92,3,2147,2392,24,3,0
CED311,8037,81,0,3,84,3,8124,131,309,0,0,309,0,440,0,24,9,3,36,0,36,12,3,0,13,16,0,28,143,336,9,16,361,0,504,3,0,0,0,0,0,3,8183,417,9,19,445,3,8631,7532,50,0,5,55,0,7587,94,264,3,0,267,0,361,0,16,18,3,37,3,40,8,3,0,16,19,0,27,102,283,21,19,323,3,428,3,0,0,0,0,3,6,7637,333,21,24,378,6,8021,4391,22,3,3,28,3,4422,61,139,3,0,142,3,206,0,15,10,0,25,3,28,4,3,0,3,6,0,10,65,157,13,3,173,6,244,0,3,0,0,3,3,6,4456,182,16,6,204,12,4672,2642,21,0,3,24,0,2666,29,92,0,0,92,0,121,3,6,5,0,11,3,17,3,0,0,3,3,3,9,35,98,5,3,106,6,147,0,0,0,0,0,0,0,2677,119,5,6,130,6,2813,2702,16,3,3
CED312,7301,198,0,3,201,3,7505,272,668,27,3,698,0,970,3,81,33,0,114,0,117,17,3,0,16,19,3,39,292,752,60,19,831,3,1126,3,3,0,3,6,3,12,7596,953,60,25,1038,9,8643,6294,147,0,8,155,3,6452,198,573,36,3,612,3,813,3,72,46,3,121,3,127,18,3,3,13,19,0,37,219,648,85,19,752,6,977,0,0,0,0,0,0,0,6513,795,85,27,907,9,7429,3717,79,0,0,79,3,3799,111,340,24,0,364,0,475,3,36,39,0,75,0,78,4,0,0,6,6,3,13,118,376,63,6,445,3,566,0,0,3,3,6,0,6,3835,455,66,9,530,6,4371,2312,51,3,3,57,0,2369,69,232,10,0,242,0,311,3,19,25,0,44,3,50,3,3,3,3,9,0,12,75,254,38,3,295,3,373,0,0,0,0,0,3,3,2387,305,41,6,352,6,2745,2983,45,3,3
CED313,5475,213,0,3,216,0,5691,311,895,25,3,923,3,1237,3,78,26,0,104,3,110,4,3,0,4,7,0,11,318,976,51,7,1034,6,1358,3,3,3,0,6,0,9,5796,1192,54,10,1256,6,7058,4604,125,3,3,131,0,4735,201,620,23,3,646,0,847,3,40,40,0,80,0,83,5,3,0,3,6,3,14,209,663,63,6,732,3,944,3,3,0,0,3,3,9,4816,791,66,9,866,6,5688,2297,48,0,3,51,3,2351,83,315,19,3,337,3,423,3,31,22,0,53,0,56,3,0,0,0,0,0,3,89,346,41,3,390,3,482,0,0,0,3,3,3,6,2386,394,41,9,444,9,2839,1383,37,3,0,40,0,1423,57,212,12,3,227,0,284,3,18,18,0,36,3,42,3,0,0,3,3,0,6,63,230,30,6,266,3,332,0,0,0,0,0,3,3,1446,267,33,6,306,6,1758,1799,38,3,0
CED314,6663,66,0,3,69,3,6735,91,339,15,3,357,0,448,3,76,41,0,117,0,120,5,3,0,5,8,0,13,99,418,56,8,482,0,581,3,0,3,3,6,0,9,6765,484,59,14,557,3,7325,6255,68,0,3,71,0,6326,81,303,4,3,310,0,391,0,61,44,0,105,0,105,4,3,0,4,7,0,11,85,367,48,7,422,0,507,0,3,0,0,3,3,6,6340,438,48,10,496,3,6839,3724,22,0,0,22,3,3749,58,161,4,0,165,0,223,3,24,15,0,39,0,42,3,0,0,3,3,0,6,64,185,19,3,207,0,271,3,3,0,0,3,0,6,3791,210,19,3,232,3,4026,2495,13,0,0,13,0,2508,33,99,3,3,105,0,138,0,19,6,0,25,0,25,3,3,3,0,6,3,12,36,121,12,3,136,3,175,0,0,0,0,0,3,3,2531,134,12,3,149,6,2686,2918,14,0,3
CED315,6780,135,3,10,148,3,6931,193,359,7,0,366,0,559,3,24,27,0,51,0,54,6,0,3,16,19,0,25,202,383,37,16,436,0,638,3,0,0,0,0,3,6,6985,518,40,26,584,6,7575,5658,87,3,3,93,3,5754,155,379,9,0,388,0,543,3,36,35,0,71,0,74,7,3,0,10,13,0,20,165,418,44,10,472,0,637,0,0,3,0,3,3,6,5823,505,50,13,568,6,6397,3358,54,0,3,57,0,3415,90,198,0,0,198,0,288,0,18,12,3,33,3,36,0,3,0,3,6,0,6,90,219,12,6,237,3,330,3,3,0,0,3,0,6,3451,276,12,9,297,3,3751,2143,24,0,3,27,3,2173,45,125,3,3,131,0,176,3,5,21,3,29,0,32,3,0,0,3,3,0,6,51,130,24,9,163,0,214,3,3,0,3,6,0,9,2197,157,24,15,196,3,2396,2513,33,3,3
CED316,4771,59,0,3,62,3,4836,128,189,6,0,195,0,323,3,11,6,0,17,0,20,3,0,3,6,9,3,15,134,200,15,6,221,3,358,3,3,0,3,6,0,9,4908,262,15,12,289,6,5203,4813,47,0,3,50,0,4863,85,187,6,3,196,0,281,3,5,4,0,9,0,12,7,0,0,6,6,0,13,95,192,10,9,211,0,306,0,0,0,0,0,3,3,4908,239,10,12,261,3,5172,3149,41,0,3,44,3,3196,58,88,3,0,91,3,152,3,4,3,0,7,0,10,3,0,0,3,3,0,6,64,92,6,3,101,3,168,3,3,0,0,3,3,9,3216,136,6,6,148,9,3373,2192,19,0,0,19,0,2211,42,58,3,3,64,3,109,0,3,3,0,6,3,9,0,0,0,3,3,0,3,42,61,6,6,73,6,121,3,0,0,0,0,0,3,2237,80,6,6,92,6,2335,2376,21,0,0
CED317,6741,141,3,3,147,0,6888,218,357,6,3,366,3,587,3,22,12,3,37,0,40,6,3,0,33,36,3,45,227,382,18,39,439,6,672,3,0,0,0,0,3,6,6971,523,21,42,586,9,7566,6593,150,0,3,153,3,6749,171,329,7,3,339,3,513,3,19,20,3,42,0,45,8,3,0,36,39,0,47,182,351,27,42,420,3,605,0,0,0,0,0,3,3,6775,501,27,45,573,9,7357,3918,99,0,3,102,0,4020,108,217,13,0,230,0,338,3,13,18,0,31,3,37,4,3,0,14,17,3,24,115,233,31,14,278,6,399,3,0,0,0,0,3,6,4036,332,31,17,380,9,4425,2360,53,3,3,59,0,2419,54,140,6,0,146,0,200,3,14,8,3,25,3,31,0,0,0,9,9,0,9,57,154,14,12,180,3,240,0,3,0,3,6,3,9,2417,210,17,18,245,6,2668,2588,55,0,3
CED318,5817,205,3,11,219,0,6036,436,1398,57,3,1458,3,1897,10,78,75,0,153,0,163,13,3,3,36,42,3,58,459,1479,135,39,1653,6,2118,3,3,0,0,3,3,9,6279,1687,138,50,1875,9,8163,5274,146,3,9,158,3,5435,348,1350,35,3,1388,3,1739,3,71,92,0,163,3,169,9,3,0,33,36,0,45,360,1424,127,36,1587,6,1953,3,3,3,0,6,3,12,5637,1573,133,45,1751,12,7400,2923,94,0,3,97,3,3023,185,757,24,0,781,3,969,3,41,71,0,112,3,118,3,3,0,7,10,0,13,191,801,95,7,903,6,1100,3,3,3,3,9,3,15,3117,898,98,13,1009,12,4138,1835,50,0,3,53,0,1888,96,345,15,0,360,3,459,3,19,31,0,50,3,56,3,3,3,3,9,3,15,102,367,49,3,419,9,530,0,3,0,3,6,3,9,1937,420,49,9,478,12,2427,2085,59,0,0
CED319,5998,196,3,3,202,3,6203,329,838,21,0,859,0,1188,3,60,64,3,127,0,130,4,3,3,14,20,0,24,336,901,88,17,1006,0,1342,3,3,0,0,3,3,9,6337,1100,91,20,1211,6,7554,5113,116,3,6,125,0,5238,210,655,10,0,665,3,878,3,37,68,3,108,3,114,3,3,3,6,12,0,15,216,695,81,9,785,6,1007,3,0,0,0,0,0,3,5332,811,84,15,910,6,6248,2726,58,3,0,61,0,2787,105,374,13,3,390,3,498,0,42,51,3,96,3,99,3,0,3,3,6,0,9,108,416,67,9,492,6,606,3,0,3,0,3,0,6,2837,474,73,9,556,6,3399,1676,34,0,3,37,0,1713,63,250,16,3,269,0,332,3,21,35,0,56,3,62,3,3,0,3,6,0,9,69,274,51,6,331,3,403,0,0,3,0,3,0,3,1745,308,54,9,371,3,2119,2248,45,0,3
CED320,6827,119,0,3,122,0,6949,157,231,13,0,244,3,404,3,14,9,3,26,0,29,7,3,0,13,16,0,23,167,248,22,16,286,3,456,0,0,0,3,3,3,6,6994,367,22,22,411,6,7411,6411,99,0,3,102,3,6516,145,234,11,0,245,0,390,3,8,8,0,16,0,19,3,3,0,8,11,0,14,151,245,19,8,272,0,423,0,3,0,3,6,0,6,6562,347,19,14,380,3,6945,3833,44,3,3,50,0,3883,82,132,7,3,142,3,227,3,8,6,3,17,0,20,3,0,0,3,3,3,9,88,140,13,9,162,6,256,3,3,0,0,3,0,6,3924,187,16,12,215,6,4145,2488,30,3,0,33,0,2521,53,82,4,3,89,0,142,3,4,10,0,14,0,17,3,0,0,3,3,0,6,59,86,14,6,106,0,165,3,0,0,0,0,0,3,2550,116,17,6,139,0,2689,3000,34,3,0
CED321,7475,25,3,9,37,0,7512,110,155,3,0,158,0,268,3,5,14,0,19,3,25,11,3,0,14,17,0,28,124,163,17,14,194,3,321,3,0,0,3,3,3,9,7602,188,20,26,234,6,7842,7174,44,0,3,47,3,7224,89,160,3,3,166,0,255,3,8,21,3,32,0,35,9,0,0,14,14,0,23,101,168,24,20,212,0,313,3,3,0,3,6,0,9,7278,215,24,26,265,3,7546,4168,23,3,3,29,3,4200,48,95,3,0,98,0,146,0,5,18,0,23,0,23,3,3,0,5,8,0,11,51,103,21,5,129,0,180,3,3,0,0,3,0,6,4222,129,24,8,161,3,4386,2501,11,0,3,14,0,2515,20,56,3,0,59,0,79,0,3,3,0,6,0,6,3,3,3,3,9,3,15,23,62,9,3,74,3,100,3,0,0,0,0,3,6,2527,73,9,6,88,6,2621,2442,12,0,0
CED322,5596,163,0,6,169,3,5768,277,428,20,3,451,3,731,0,38,19,0,57,3,60,3,3,3,3,9,0,12,280,469,42,6,517,6,803,3,0,3,0,3,0,6,5879,632,45,12,689,9,6577,4973,121,3,3,127,0,5100,228,332,18,0,350,0,578,3,44,34,0,78,0,81,3,3,3,3,9,0,12,234,379,55,3,437,0,671,3,3,0,3,6,0,9,5210,503,58,9,570,0,5780,2911,71,3,3,77,0,2988,101,214,11,3,228,0,329,0,24,28,0,52,0,52,3,0,0,3,3,0,6,104,238,39,6,283,0,387,3,3,3,0,6,0,9,3018,312,45,9,366,0,3384,1965,54,0,3,57,0,2022,71,141,8,0,149,0,220,3,14,10,0,24,3,30,3,3,0,0,3,3,9,77,158,18,0,176,6,259,0,3,3,0,6,3,9,2042,215,21,3,239,9,2290,2399,52,0,3
