CED_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
CED313,..,1679,339,2016,13,2033,..,189,16,207,0,207,..,1085,53,1137,4,1138,..,829,69,900,9,907,..,452,24,477,3,480,..,216,17,235,0,236,..,1126,65,1188,10,1193,..,3895,244,4139,23,4165,..,1097,98,1199,10,1207,..,730,130,862,11,868,..,887,381,1274,10,1281,..,41,3,43,0,43,..,15,0,13,0,13,..,525,100,628,6,633,..,276,28,306,3,310,..,406,43,447,0,447,..,84,3,87,0,88,..,234,47,283,5,285,..,299,7,301,3,302,..,213,7,222,3,221,..,432,7,443,4,439,..,142,7,150,0,155,..,1079,37,1118,9,1124,..,1812,224,2038,7,2044,..,259,24,288,0,283,..,419,131,549,5,558,..,124,18,141,0,141,..,977,297,1266,3,1275,..,3666,576,4234,84,4323,..,25076,3697,28769,243,29015,..,344,44,390,9852,10239,118345,25420,3740,29162,10099,157602
CED314,..,55,6,57,0,56,..,133,11,143,0,143,..,246,5,254,0,254,..,266,37,300,9,305,..,234,17,248,0,250,..,80,7,85,0,90,..,446,33,484,8,486,..,1398,113,1511,12,1524,..,160,17,177,4,176,..,135,7,143,3,147,..,139,64,198,0,202,..,7,0,7,0,7,..,7,0,7,0,10,..,113,26,135,0,139,..,38,0,41,0,37,..,57,9,66,3,72,..,30,5,31,0,31,..,31,0,26,0,26,..,327,9,337,7,343,..,46,3,48,0,48,..,408,12,415,4,417,..,92,4,94,0,94,..,873,27,895,12,909,..,222,26,244,0,244,..,117,6,119,0,120,..,97,9,105,3,107,..,18,0,16,0,16,..,90,24,112,0,112,..,2345,620,2964,38,3003,..,8494,1476,9965,119,10080,..,346,33,379,9375,9754,129025,8835,1506,10345,9492,148866
CED315,..,268,41,313,0,316,..,56,0,56,0,56,..,200,3,207,0,206,..,186,29,210,3,217,..,118,6,118,0,118,..,61,3,66,0,66,..,215,34,247,0,247,..,836,70,909,4,909,..,622,54,680,9,694,..,177,23,202,0,200,..,141,49,193,0,192,..,3,0,3,0,3,..,18,0,20,0,26,..,70,7,72,0,72,..,73,3,74,0,74,..,74,9,88,0,87,..,59,5,66,0,70,..,29,3,31,0,31,..,426,20,450,3,455,..,123,16,138,0,138,..,700,26,729,7,738,..,119,6,124,0,123,..,1370,69,1443,10,1451,..,340,25,366,3,367,..,141,3,146,4,153,..,182,38,219,0,219,..,15,4,15,0,15,..,210,71,281,5,283,..,2930,640,3572,94,3667,..,10014,1378,11390,194,11584,..,351,35,390,11367,11750,136657,10365,1411,11777,11563,159998
CED316,..,58,4,62,3,68,..,36,0,36,0,36,..,142,3,150,0,149,..,73,8,86,0,86,..,64,4,68,0,68,..,66,7,72,0,72,..,157,23,181,3,181,..,540,45,591,3,597,..,392,57,445,7,453,..,87,35,122,0,129,..,89,63,154,5,158,..,8,0,8,0,8,..,38,9,43,3,50,..,17,0,23,0,23,..,38,7,45,0,45,..,59,3,65,0,65,..,32,3,37,0,37,..,24,0,23,0,23,..,195,9,205,6,207,..,36,4,44,0,44,..,253,15,265,3,270,..,57,6,65,0,65,..,546,29,579,10,586,..,115,7,123,3,125,..,55,3,55,0,55,..,138,29,170,0,170,..,104,17,120,0,120,..,112,65,175,0,177,..,987,172,1164,26,1192,..,5257,840,6099,88,6187,..,387,28,409,9410,9823,125712,5639,864,6505,9504,141716
CED317,..,124,21,138,3,145,..,11,0,18,0,18,..,146,10,154,0,152,..,684,138,820,19,838,..,68,6,78,0,78,..,33,7,35,0,33,..,73,11,83,0,82,..,1015,173,1186,22,1200,..,2015,344,2355,44,2397,..,221,67,286,3,291,..,64,72,137,0,142,..,0,0,0,0,0,..,55,3,61,4,66,..,16,0,16,0,16,..,56,3,58,0,63,..,48,6,58,0,58,..,88,8,100,3,100,..,19,3,22,0,21,..,389,16,401,8,408,..,77,5,82,0,82,..,398,18,420,5,425,..,81,5,89,0,89,..,943,50,995,13,1008,..,149,25,179,3,181,..,62,3,60,0,60,..,114,27,135,3,138,..,14,0,14,0,14,..,45,21,61,0,60,..,1978,352,2331,96,2420,..,9194,1414,10604,348,10949,..,501,45,544,14519,15069,129373,9693,1462,11156,14863,155394
CED318,..,182,13,199,6,207,..,50,0,55,0,55,..,241,11,255,0,253,..,697,75,765,5,774,..,98,7,107,0,110,..,57,7,63,3,65,..,513,442,957,0,958,..,1663,538,2202,16,2219,..,946,81,1029,15,1048,..,1920,448,2367,12,2382,..,651,332,982,3,986,..,10,0,11,0,11,..,40,0,40,0,42,..,80,3,85,0,85,..,127,11,140,0,137,..,121,15,132,0,132,..,123,3,131,3,128,..,52,3,63,3,65,..,398,10,410,4,414,..,181,18,194,6,203,..,765,39,800,3,803,..,151,3,157,4,165,..,1494,70,1566,14,1582,..,364,43,409,7,416,..,87,3,93,0,93,..,406,79,484,9,494,..,34,3,38,0,38,..,240,62,308,0,305,..,5455,1028,6482,148,6634,..,27000,4396,31399,689,32084,..,609,141,745,16307,17057,126306,27611,4537,32148,17000,175449
CED319,..,281,18,298,4,303,..,137,15,152,0,152,..,1185,82,1268,17,1284,..,1799,253,2047,29,2074,..,241,19,263,4,262,..,127,14,141,0,144,..,969,135,1109,6,1107,..,4460,512,4970,50,5021,..,1503,187,1695,31,1727,..,504,52,553,4,555,..,422,139,562,7,570,..,52,7,58,0,58,..,57,5,62,0,63,..,361,69,434,0,434,..,240,27,267,11,281,..,174,25,199,0,208,..,468,26,493,9,500,..,61,9,64,0,64,..,618,11,628,3,638,..,196,24,224,0,224,..,1079,41,1114,7,1123,..,174,10,185,3,181,..,2065,86,2152,13,2170,..,806,89,892,7,897,..,298,43,347,0,347,..,267,60,325,10,337,..,43,4,49,0,49,..,332,99,433,0,436,..,3437,712,4150,90,4246,..,19933,2869,22800,281,23081,..,353,41,397,7502,7899,124397,20287,2908,23195,7782,155375
CED320,..,89,7,95,0,100,..,0,0,0,0,0,..,289,9,303,5,306,..,78,5,86,3,93,..,42,0,42,0,46,..,28,0,28,0,30,..,79,3,85,0,85,..,523,25,550,15,563,..,309,24,335,4,338,..,144,58,203,0,203,..,133,232,364,0,364,..,7,0,7,0,7,..,39,0,37,0,37,..,20,4,25,0,25,..,119,4,121,3,125,..,78,6,87,0,87,..,581,49,630,18,647,..,37,4,48,0,48,..,271,16,283,3,284,..,74,9,83,0,82,..,450,28,471,9,484,..,68,4,70,0,71,..,860,51,908,12,919,..,256,27,280,4,281,..,25,6,26,0,26,..,147,23,167,3,170,..,16,4,23,0,23,..,135,57,198,3,199,..,1464,265,1730,50,1779,..,6951,1399,8348,141,8493,..,434,34,471,10676,11148,140950,7386,1439,8822,10824,160594
CED321,..,33,0,33,0,33,..,17,3,18,0,18,..,122,4,124,0,130,..,146,22,172,8,178,..,51,0,57,0,58,..,29,0,29,0,29,..,96,11,109,0,109,..,473,40,512,9,525,..,352,63,417,14,431,..,34,8,42,0,42,..,63,48,109,0,115,..,0,0,4,0,4,..,4,0,4,0,4,..,22,0,18,0,18,..,34,6,44,0,43,..,33,0,35,0,35,..,18,4,19,0,19,..,31,3,35,0,35,..,453,13,468,3,470,..,24,0,20,0,20,..,515,12,528,7,532,..,57,4,61,0,65,..,1043,27,1073,11,1084,..,135,13,149,0,149,..,18,4,27,0,27,..,58,13,75,0,75,..,13,3,11,0,11,..,110,77,185,9,191,..,679,138,818,33,850,..,4335,666,5002,84,5085,..,439,44,480,11913,12395,131785,4773,711,5481,11994,149266
CED322,..,328,16,348,6,352,..,37,3,40,0,40,..,276,4,282,3,288,..,154,15,169,0,168,..,71,3,79,3,81,..,44,0,50,0,49,..,107,4,113,0,113,..,700,32,730,7,736,..,488,36,517,6,524,..,1278,258,1537,13,1550,..,367,145,507,0,510,..,96,6,104,0,106,..,82,4,85,0,85,..,133,11,148,0,149,..,237,29,273,0,274,..,215,27,240,3,242,..,54,3,62,4,59,..,230,51,281,0,283,..,232,0,232,4,238,..,163,8,168,8,176,..,341,7,350,0,352,..,88,3,94,0,92,..,828,20,848,15,863,..,680,63,749,9,758,..,51,0,54,0,54,..,288,76,359,4,359,..,104,12,115,0,115,..,149,30,184,4,185,..,2384,265,2646,42,2686,..,13373,1903,15269,166,15437,..,362,33,402,9269,9670,126477,13736,1940,15673,9430,151581
CED323,..,615,72,684,3,681,..,83,3,87,0,87,..,559,28,584,7,590,..,748,92,840,4,844,..,79,7,86,0,86,..,82,0,79,0,79,..,685,28,716,14,728,..,2235,159,2392,21,2416,..,1009,84,1100,18,1113,..,1992,632,2621,8,2630,..,1090,540,1630,11,1640,..,81,9,96,4,94,..,56,0,53,3,56,..,327,40,366,0,367,..,314,22,338,3,338,..,421,63,485,5,486,..,121,0,126,0,128,..,322,48,370,0,373,..,388,13,399,0,402,..,228,19,243,3,243,..,531,13,545,0,543,..,113,7,120,0,120,..,1263,54,1312,3,1317,..,1164,124,1285,18,1308,..,85,3,87,0,87,..,479,145,625,8,629,..,107,12,122,0,122,..,320,75,393,3,399,..,3675,444,4116,71,4194,..,22514,4011,26526,255,26783,..,467,52,518,13880,14394,119556,22985,4066,27050,14134,160734
CED324,..,1016,120,1137,17,1152,..,372,21,398,0,400,..,1584,75,1655,5,1663,..,2572,283,2862,35,2895,..,446,25,473,3,470,..,960,127,1083,9,1093,..,1344,97,1438,9,1448,..,7281,624,7904,65,7971,..,532,54,583,8,593,..,741,117,862,10,869,..,2400,1350,3750,24,3774,..,81,23,100,0,104,..,12,0,18,0,18,..,482,140,620,3,625,..,268,23,296,0,292,..,312,61,375,0,376,..,287,37,318,3,323,..,531,132,664,4,667,..,433,13,443,3,448,..,550,54,599,0,604,..,725,30,754,3,756,..,217,9,224,0,224,..,1922,102,2024,9,2031,..,1115,162,1272,12,1285,..,523,78,604,3,607,..,305,67,374,3,376,..,106,20,120,0,120,..,2213,737,2958,19,2974,..,5494,1359,6854,157,7010,..,45625,11822,57448,463,57906,..,316,82,396,7691,8090,92076,45939,11902,57843,8150,158071
CED325,..,125,7,135,4,137,..,504,84,588,3,594,..,1588,75,1662,8,1668,..,943,113,1061,9,1065,..,821,45,871,0,870,..,200,23,220,3,221,..,831,59,891,4,896,..,4886,405,5288,29,5313,..,325,42,362,6,372,..,311,40,354,3,359,..,458,151,612,4,612,..,71,18,93,0,94,..,40,0,42,0,45,..,576,111,679,5,688,..,310,43,349,0,349,..,219,22,247,3,249,..,3554,383,3938,52,3997,..,390,48,437,0,441,..,574,21,590,3,596,..,250,20,272,4,279,..,990,35,1017,10,1029,..,180,12,193,0,191,..,1995,84,2076,19,2098,..,1264,219,1490,9,1499,..,744,73,819,6,822,..,204,46,251,4,253,..,52,8,61,0,61,..,8001,4399,12400,79,12476,..,6643,1690,8339,206,8545,..,35779,9046,44820,489,45318,..,391,94,488,12006,12496,105391,36175,9138,45315,12503,163208
CED326,..,219,22,233,0,241,..,151,8,154,0,161,..,1171,42,1218,22,1235,..,883,92,972,12,988,..,261,11,272,0,275,..,136,5,141,0,141,..,691,71,763,9,766,..,3290,230,3518,43,3561,..,611,43,660,11,670,..,268,45,312,0,316,..,224,77,303,0,307,..,26,4,33,0,33,..,53,3,55,0,59,..,303,37,342,3,346,..,162,11,179,0,177,..,235,40,271,0,271,..,1004,82,1087,15,1102,..,85,8,92,0,92,..,655,18,671,7,671,..,148,16,163,8,167,..,1113,23,1130,7,1140,..,129,0,131,3,131,..,2034,55,2090,18,2109,..,619,77,704,3,704,..,173,14,180,0,180,..,213,44,259,3,260,..,45,8,51,0,51,..,189,47,237,3,238,..,3317,465,3781,89,3866,..,16687,1880,18569,225,18796,..,417,44,458,8914,9372,135101,17102,1922,19030,9142,163268
CED327,..,493,52,545,0,543,..,226,43,271,5,268,..,2106,97,2206,17,2221,..,1693,212,1909,13,1925,..,331,6,342,3,344,..,904,131,1034,13,1054,..,778,69,848,8,849,..,6039,565,6605,55,6660,..,292,18,311,5,318,..,324,50,372,3,373,..,1123,583,1708,15,1720,..,185,17,197,0,201,..,34,3,39,3,41,..,349,144,489,7,496,..,231,29,266,3,264,..,201,16,223,0,223,..,3145,288,3426,68,3499,..,630,114,739,7,745,..,754,24,776,3,785,..,417,48,463,7,469,..,1007,40,1044,5,1050,..,216,5,224,9,229,..,2398,113,2507,26,2538,..,1055,181,1236,7,1245,..,403,66,465,4,472,..,285,60,347,3,345,..,190,33,225,6,232,..,1078,399,1470,11,1480,..,10107,3475,13578,326,13901,..,41249,10045,51297,648,51945,..,521,135,651,9967,10621,116601,41766,10179,51944,10617,179170
CED328,..,221,7,237,3,233,..,253,13,265,0,265,..,710,26,735,10,745,..,258,28,284,5,289,..,387,22,412,3,415,..,145,5,147,0,152,..,625,21,642,4,646,..,2381,108,2490,24,2510,..,598,39,637,6,647,..,711,92,798,10,811,..,679,195,879,4,883,..,77,7,89,0,89,..,5,0,5,0,5,..,557,46,606,5,610,..,256,5,260,3,268,..,314,39,346,0,352,..,41,0,41,0,44,..,94,6,102,0,102,..,176,3,184,0,185,..,626,50,673,3,681,..,246,9,253,0,253,..,577,24,603,3,602,..,1628,81,1711,11,1720,..,1291,126,1417,13,1433,..,380,13,392,0,393,..,280,44,323,0,323,..,50,0,57,0,57,..,557,87,646,0,651,..,2585,345,2928,74,3002,..,22345,2398,24747,211,24958,..,298,24,319,6528,6852,123541,22645,2422,25070,6742,155349
CED329,..,79,6,85,0,82,..,5,3,10,0,10,..,71,3,72,0,72,..,52,8,59,0,59,..,5,0,5,0,5,..,6,0,6,0,6,..,51,4,55,0,57,..,199,17,216,0,216,..,279,9,290,3,289,..,138,13,155,5,154,..,41,6,44,0,44,..,15,0,14,0,14,..,25,3,26,0,26,..,9,0,9,0,9,..,66,4,70,4,73,..,47,9,55,0,58,..,12,0,12,0,8,..,18,4,24,0,24,..,143,0,143,0,143,..,69,10,77,4,81,..,193,10,202,0,202,..,51,3,54,0,57,..,456,24,483,8,483,..,188,11,202,6,203,..,25,6,35,0,32,..,121,20,136,0,136,..,8,0,8,0,8,..,49,29,78,0,78,..,798,126,924,32,961,..,4370,406,4782,84,4863,..,363,23,382,10632,11014,128228,4735,425,5161,10712,144098
CED330,..,103,6,108,3,116,..,32,14,43,0,43,..,174,17,188,0,193,..,116,10,129,0,129,..,20,0,20,0,20,..,38,3,40,0,41,..,106,14,117,0,117,..,474,63,536,3,538,..,213,16,230,0,232,..,336,74,409,0,411,..,136,145,280,4,284,..,16,0,16,0,16,..,44,0,44,3,46,..,28,0,31,0,31,..,115,15,127,4,132,..,151,22,175,0,175,..,136,4,144,0,147,..,61,13,78,0,78,..,112,7,120,4,123,..,92,12,102,5,111,..,157,3,159,3,163,..,51,3,60,0,60,..,417,19,441,7,450,..,295,21,312,0,320,..,32,0,32,0,34,..,118,10,125,0,125,..,23,6,30,0,30,..,207,93,303,0,304,..,1571,348,1917,29,1949,..,7003,1310,8309,95,8401,..,364,22,383,10825,11207,136827,7367,1330,8695,10919,156437
CED394,..,9,0,11,0,11,..,0,0,0,0,0,..,16,3,19,0,19,..,9,0,14,0,14,..,8,0,8,0,8,..,4,0,4,0,4,..,18,0,18,0,18,..,59,3,65,0,65,..,68,10,70,3,71,..,11,17,29,3,28,..,14,30,46,0,46,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,20,0,20,0,20,..,9,3,11,0,11,..,11,0,13,0,13,..,0,0,0,0,0,..,13,0,13,0,13,..,16,0,16,0,16,..,16,0,16,0,16,..,10,0,15,0,11,..,55,0,58,0,57,..,57,3,59,0,59,..,6,0,4,0,4,..,7,7,10,0,14,..,0,0,0,0,0,..,15,14,32,0,32,..,218,42,257,10,269,..,1024,247,1275,22,1293,..,29,6,35,2483,2524,8697,1060,255,1312,2504,12510
CED397,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,3,0,3,22,23,110,20,0,20,22,150
CED401,..,4034,913,4943,53,4996,..,555,54,607,0,605,..,1437,106,1549,15,1556,..,1521,197,1717,29,1742,..,393,25,410,3,413,..,475,50,525,13,538,..,1984,289,2273,15,2285,..,6362,710,7078,66,7143,..,3161,497,3661,49,3716,..,411,66,484,0,484,..,643,207,844,3,853,..,42,0,46,0,46,..,93,10,97,4,98,..,765,233,998,7,1001,..,563,87,650,3,657,..,356,61,409,0,414,..,7,0,7,0,7,..,355,79,435,3,434,..,367,11,375,6,378,..,246,9,259,0,261,..,472,11,485,3,488,..,415,14,427,5,425,..,1504,42,1543,11,1560,..,826,87,914,12,924,..,451,36,484,10,494,..,320,79,399,3,403,..,107,12,113,0,116,..,2615,800,3414,18,3437,..,5224,1861,7089,147,7238,..,39717,8518,48231,477,48714,..,361,117,483,9092,9576,105154,40081,8639,48712,9575,163442
CED402,..,805,152,959,27,984,..,50,0,51,0,51,..,94,6,103,0,101,..,485,111,593,13,604,..,31,3,29,0,36,..,59,7,57,0,62,..,37,3,41,0,48,..,754,128,883,12,900,..,734,86,828,13,837,..,56,13,72,3,69,..,42,31,77,0,79,..,8,3,9,0,9,..,5,0,5,0,9,..,49,41,92,0,93,..,79,6,86,0,86,..,41,4,49,0,49,..,22,4,26,0,25,..,21,0,23,0,23,..,355,16,374,3,380,..,20,5,21,0,21,..,435,18,451,5,455,..,65,13,77,0,72,..,875,52,923,11,929,..,54,4,59,0,59,..,50,11,65,0,65,..,82,25,101,5,109,..,85,27,113,3,118,..,162,137,302,5,305,..,1271,631,1900,41,1944,..,6973,1961,8935,142,9070,..,420,34,448,9734,10184,130248,7389,1998,9382,9873,149502
CED403,..,1857,250,2107,11,2118,..,237,13,246,0,246,..,533,42,572,7,577,..,398,41,440,0,440,..,227,9,240,0,240,..,268,41,307,3,313,..,514,48,562,3,563,..,2172,190,2364,11,2374,..,1047,81,1135,16,1146,..,284,33,320,0,316,..,287,81,370,0,377,..,33,3,37,0,37,..,46,0,44,0,44,..,585,155,744,3,741,..,511,59,566,3,573,..,255,29,286,5,293,..,13,0,12,0,12,..,147,24,169,0,169,..,211,7,212,0,213,..,372,60,427,3,433,..,346,12,356,3,361,..,166,4,166,0,166,..,1090,77,1166,8,1172,..,421,22,439,4,446,..,260,10,272,0,272,..,108,16,126,0,132,..,48,5,47,0,47,..,316,128,442,0,444,..,2571,561,3134,85,3219,..,18336,3023,21357,199,21555,..,328,40,371,5431,5800,118484,18661,3059,21725,5630,145836
CED404,..,371,57,431,3,435,..,66,7,70,0,70,..,111,7,122,0,117,..,140,4,153,0,150,..,106,7,109,0,112,..,63,6,69,0,69,..,51,0,58,0,58,..,540,32,576,7,582,..,437,44,478,4,484,..,29,3,33,0,31,..,16,3,21,0,21,..,12,0,10,0,10,..,19,0,21,0,21,..,18,0,20,0,18,..,52,3,54,0,54,..,28,3,26,0,26,..,0,0,0,0,0,..,54,7,59,0,63,..,235,3,234,7,241,..,40,3,45,3,49,..,315,16,327,0,330,..,48,0,45,0,45,..,633,24,659,8,665,..,111,14,129,9,138,..,75,9,79,0,79,..,70,16,87,0,89,..,4,0,10,0,10,..,59,15,75,0,73,..,702,127,829,23,855,..,6342,829,7167,125,7299,..,449,49,496,11145,11637,124588,6789,878,7665,11271,143526
CED405,..,5104,860,5966,62,6033,..,289,24,313,3,312,..,1121,79,1201,14,1215,..,1531,190,1716,16,1738,..,175,13,186,0,190,..,406,56,457,11,472,..,1112,98,1210,11,1215,..,4625,462,5086,53,5140,..,4048,607,4654,58,4714,..,228,43,272,4,273,..,202,55,257,0,258,..,196,22,217,0,213,..,141,5,148,4,149,..,325,106,431,7,431,..,548,59,598,3,605,..,342,70,408,0,410,..,14,0,13,0,13,..,521,117,643,3,644,..,395,8,405,4,411,..,193,50,247,0,247,..,551,17,566,3,574,..,207,6,210,3,213,..,1352,83,1434,10,1446,..,604,60,659,3,666,..,211,28,241,3,240,..,206,55,262,0,262,..,34,4,38,0,38,..,555,181,745,4,744,..,3385,762,4147,110,4257,..,29312,5117,34431,394,34828,..,441,109,555,6837,7388,109027,29755,5226,34987,7231,151243
CED406,..,481,59,535,9,548,..,27,3,29,0,29,..,273,12,282,5,289,..,204,28,232,0,228,..,67,3,71,0,71,..,215,46,264,0,264,..,117,15,133,3,134,..,901,106,1006,6,1012,..,480,43,522,7,530,..,132,13,144,0,146,..,62,10,73,0,73,..,12,0,17,0,17,..,49,3,55,3,52,..,217,69,286,0,289,..,616,95,715,7,719,..,191,29,220,0,227,..,7,0,7,0,7,..,145,21,173,0,170,..,223,3,231,0,231,..,87,5,93,0,92,..,387,7,395,3,400,..,77,3,78,0,76,..,779,16,797,4,803,..,365,42,410,3,412,..,72,3,74,3,77,..,112,23,131,5,134,..,32,3,32,0,37,..,129,25,157,0,160,..,1453,283,1732,52,1786,..,9345,1208,10550,143,10695,..,355,32,387,7066,7448,129765,9699,1239,10933,7210,147908
