CED_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED315,..,1196,683,221,262,248,160,62,4,2832,..,459,792,634,972,1390,1300,1058,517,7122,295,510,356,151,238,217,181,77,24,2051,15018,10564,11330,9974,9513,7842,5117,2645,928,72931,..,596,7521,9948,9914,8742,5922,2397,475,45513,..,3137,5546,2995,2130,1171,433,91,24,15520,..,454,1543,2128,1934,881,402,265,146,7758,30269,..,..,..,..,..,..,..,..,30269,..,6241,..,..,..,..,..,..,..,6241,..,4449,1622,696,452,217,30,0,0,7478,..,1171,557,271,375,450,387,254,122,3597,..,761,482,204,182,117,40,22,4,1821,..,2385,1691,573,588,536,314,113,21,6215,..,909,1842,1696,2212,2673,2344,1521,716,13926,657,983,745,398,434,392,291,111,40,4049,30923,21092,21550,18915,18218,15188,10165,4781,1553,142386
CED316,..,423,351,137,267,347,285,93,26,1917,..,211,377,345,861,1569,2160,1892,936,8348,219,298,183,133,207,303,328,152,46,1875,11233,6699,6509,7364,8707,9741,9602,5211,1626,66684,..,379,4389,7259,8920,11087,12164,5811,973,50984,..,1483,2544,1806,1769,1357,887,262,47,10153,..,392,1229,1844,1676,741,382,398,206,6870,22722,..,..,..,..,..,..,..,..,22722,..,4542,..,..,..,..,..,..,..,4542,..,3808,1360,715,624,305,56,5,0,6885,..,560,251,158,287,462,443,331,200,2676,..,533,301,176,179,123,56,9,4,1381,..,766,766,358,561,695,610,221,45,4013,..,395,855,936,1795,2902,3612,2823,1290,14607,453,645,453,385,404,515,554,266,67,3755,23180,13511,12156,13634,16207,18181,18774,10129,2833,128603
CED317,..,314,351,149,237,292,158,38,14,1552,..,243,430,392,838,1370,1465,1227,613,6576,276,367,255,149,223,290,254,102,29,1948,13951,7439,8106,8453,9521,8994,6695,3315,1097,67567,..,416,5475,8476,10319,10565,8452,3699,662,48062,..,1930,3907,2785,2393,1597,658,134,22,13424,..,453,1216,1693,1626,785,428,342,195,6744,28270,..,..,..,..,..,..,..,..,28270,..,4522,..,..,..,..,..,..,..,4522,..,4624,1589,741,581,265,49,0,0,7844,..,928,450,264,372,546,448,303,143,3457,..,558,331,162,180,141,80,39,6,1498,..,689,771,377,526,636,365,113,21,3499,..,535,1196,1183,2213,3239,3160,2083,869,14483,590,737,617,405,480,587,456,181,54,4097,28859,15393,15550,16076,18681,18370,14095,6902,1971,135896
CED318,..,784,875,312,415,375,168,45,17,2993,..,317,770,863,1295,1833,1544,893,429,7948,394,443,382,216,265,276,160,75,17,2221,16260,9106,11071,11836,11499,9360,5662,2312,802,77901,..,329,6002,10564,10879,9417,6359,2253,343,46141,..,2056,5636,4295,3356,2007,667,102,21,18139,..,505,1490,2410,2263,1128,499,263,144,8698,32635,..,..,..,..,..,..,..,..,32635,..,5522,..,..,..,..,..,..,..,5522,..,4963,1843,724,422,186,33,3,0,8177,..,1321,793,468,537,676,532,270,153,4759,..,630,647,268,247,137,63,14,9,2008,..,1466,1892,817,923,872,447,123,22,6567,..,622,1721,2053,2931,3678,2948,1452,609,16013,791,852,756,521,532,518,309,127,35,4439,33423,18269,20783,22112,22092,18616,11866,4616,1332,153109
CED319,..,882,961,278,254,283,149,59,11,2886,..,276,838,880,1022,1588,1789,1655,1072,9128,189,336,288,145,121,149,120,76,45,1469,12901,9124,11922,11052,9948,8059,5913,3956,1825,74701,..,429,8945,12802,11077,8687,6285,3490,900,52603,..,1844,5084,2891,1982,1040,372,84,10,13317,..,161,684,1566,1851,995,454,430,335,6477,26120,..,..,..,..,..,..,..,..,26120,..,6827,..,..,..,..,..,..,..,6827,..,3985,2247,798,682,366,73,0,0,8158,..,1112,877,270,330,524,445,303,180,4044,..,817,761,214,152,129,61,15,3,2145,..,1814,2363,748,657,632,357,125,26,6719,..,551,1768,1898,2253,2856,2821,2255,1373,15767,415,654,616,330,275,276,198,124,66,2952,26539,18197,23348,21511,19265,15500,11056,6820,2903,145139
CED320,..,420,432,144,299,296,253,76,12,1939,..,161,327,333,685,1170,1671,1173,526,6046,331,416,235,140,129,224,182,100,31,1792,15282,9649,9243,9651,10222,9236,7858,3507,1095,75738,..,556,6675,10338,11644,11349,10008,3983,703,55254,..,2127,3946,2723,2124,1234,698,164,15,13034,..,447,1512,2169,1997,899,424,268,177,7891,30661,..,..,..,..,..,..,..,..,30661,..,6647,..,..,..,..,..,..,..,6647,..,5963,2146,918,526,261,43,0,0,9854,..,730,427,219,317,543,557,344,232,3364,..,850,540,273,277,169,71,27,8,2219,..,790,1013,394,644,589,503,163,30,4124,..,334,877,969,1577,2200,2713,1810,791,11268,628,779,586,361,289,378,321,169,45,3551,31291,19227,17722,18361,19385,17627,15345,6918,1999,147865
CED321,..,442,316,85,195,219,160,54,12,1480,..,347,499,395,864,1452,1749,1496,723,7518,298,357,236,142,219,291,274,169,53,2050,13336,6933,7549,8026,9008,9012,7247,3803,1255,66153,..,474,5874,9005,10591,11330,9312,4016,687,51281,..,2044,3220,1987,1824,1177,623,157,19,11049,..,386,1064,1518,1295,595,352,313,192,5719,27076,..,..,..,..,..,..,..,..,27076,..,4076,..,..,..,..,..,..,..,4076,..,3779,1210,610,540,254,32,3,0,6431,..,627,226,129,241,352,345,269,142,2317,..,503,297,146,126,107,65,27,6,1274,..,876,689,258,403,474,375,137,29,3248,..,766,1229,1152,2174,3193,3351,2407,1009,15273,577,774,583,380,504,602,553,251,89,4317,27655,14311,14397,15175,17690,18083,15011,7565,2172,132064
CED322,..,806,900,261,277,355,225,102,25,2948,..,233,482,514,805,1603,1721,1388,818,7568,189,339,278,149,167,203,176,89,48,1638,12636,8414,9092,10258,10108,9098,7020,3800,1575,72008,..,226,5774,11209,11068,9801,8305,3936,908,51229,..,1235,4115,2672,1944,1228,605,137,26,11968,..,125,729,1982,2278,1085,468,360,250,7282,25580,..,..,..,..,..,..,..,..,25580,..,6713,..,..,..,..,..,..,..,6713,..,4641,2016,782,516,352,74,3,0,8382,..,715,449,152,235,439,453,334,222,3000,..,667,584,249,200,163,81,30,14,1984,..,1440,1944,645,614,716,485,214,46,6102,..,453,1085,1251,1709,2625,2619,1966,1116,12824,378,638,588,357,343,345,306,146,65,3175,25954,16856,17288,19295,18907,16765,13395,7130,2641,138238
CED323,..,1781,1742,401,421,441,271,111,25,5199,..,427,888,799,1135,1805,2236,1711,997,9999,159,383,367,152,178,223,196,103,43,1815,10237,9613,11506,9453,9780,8855,7670,4111,1763,72986,..,406,6171,9249,9468,8997,8297,3974,915,47482,..,2084,5512,2714,2006,1299,734,173,26,14550,..,180,806,1822,2154,1042,525,350,263,7146,20712,..,..,..,..,..,..,..,..,20712,..,5585,..,..,..,..,..,..,..,5585,..,3819,1850,789,566,320,65,4,0,7412,..,852,659,247,273,414,412,290,187,3336,..,891,971,316,208,144,77,34,10,2646,..,3407,3894,1140,967,920,666,262,65,11319,..,842,2067,2102,2608,3220,3630,2479,1381,18338,328,754,730,396,396,396,315,178,68,3563,21035,18827,22655,18757,18655,16764,14734,7743,2916,142089
CED324,..,2003,1686,342,259,230,116,44,11,4686,..,240,602,571,695,1039,1210,1026,690,6074,185,395,330,127,125,133,111,86,41,1529,13124,11077,13239,10468,9135,7599,5321,2904,1304,74166,..,513,10147,13182,10991,9091,6536,2876,681,54021,..,1326,3886,1977,1393,761,245,61,11,9668,..,126,558,1334,1730,1068,460,332,236,5849,26325,..,..,..,..,..,..,..,..,26325,..,8039,..,..,..,..,..,..,..,8039,..,3586,2609,920,574,256,54,0,0,7988,..,1570,1065,285,343,572,444,348,179,4801,..,2144,2176,452,252,158,72,24,3,5275,..,4280,4307,1006,651,543,260,96,19,11160,..,507,1404,1372,1505,1832,1893,1413,920,10850,365,734,716,342,285,239,189,120,59,3056,26692,22827,26872,20870,17724,14520,10148,5273,2114,147042
CED325,..,379,348,186,247,218,128,39,6,1551,..,121,371,407,635,1011,1092,814,334,4780,323,315,248,127,124,153,108,46,35,1486,17036,10435,11604,11256,10345,7585,4839,2298,772,76163,..,645,9709,13649,12494,9463,5916,2141,417,54431,..,1589,3946,2442,1675,771,268,46,5,10741,..,359,1312,2055,2158,1099,455,280,147,7860,34494,..,..,..,..,..,..,..,..,34494,..,8955,..,..,..,..,..,..,..,8955,..,5632,3006,949,466,200,32,0,0,10284,..,1371,854,374,483,647,478,394,185,4780,..,871,616,314,256,153,59,12,5,2289,..,806,989,494,572,464,266,75,19,3690,..,286,953,1134,1520,1817,1656,1116,473,8949,628,628,593,366,281,277,181,78,43,3078,35125,21142,21976,21765,19905,14885,9316,4141,1287,149552
CED326,..,425,424,185,304,316,179,71,19,1919,..,176,449,558,924,1549,2089,1747,996,8490,258,319,226,145,172,193,151,112,42,1613,15329,9107,10561,11230,10340,8858,7549,4225,1609,78808,..,504,8262,12482,11347,9941,8534,4000,778,55856,..,1901,4362,2934,2098,1095,534,123,14,13060,..,353,1298,2158,2186,1008,547,389,195,8126,30951,..,..,..,..,..,..,..,..,30951,..,6897,..,..,..,..,..,..,..,6897,..,5223,2356,939,608,290,48,3,0,9465,..,918,606,271,403,543,488,310,178,3709,..,701,514,238,229,148,61,17,4,1904,..,917,1015,502,647,619,367,146,43,4258,..,363,1092,1410,2047,2606,3123,2356,1342,14331,541,607,510,364,330,323,262,161,58,3162,31497,18379,20009,21306,19885,16572,13953,7503,2617,151721
CED327,..,484,567,239,269,264,156,45,8,2026,..,148,441,464,635,1100,1183,674,274,4924,356,412,314,148,148,179,100,66,24,1737,19220,11570,13776,12122,10662,8920,5653,2132,656,84706,..,907,11417,14113,12223,10807,7095,2116,352,59026,..,1701,4516,2692,1859,961,342,55,8,12135,..,466,1742,2495,2336,1247,589,304,138,9320,38636,..,..,..,..,..,..,..,..,38636,..,8923,..,..,..,..,..,..,..,8923,..,6813,3594,1148,548,200,37,0,0,12336,..,1595,993,403,560,804,646,375,177,5546,..,1161,1024,414,314,190,75,23,3,3202,..,1217,1651,762,679,572,306,94,9,5288,..,358,1112,1285,1530,2020,1917,964,391,9576,689,755,704,408,325,292,184,102,29,3490,39328,23893,26751,23725,20374,17092,11182,4031,1104,167486
CED328,..,3462,1336,264,139,148,110,43,8,5503,..,364,612,563,613,1003,1338,1073,692,6253,162,459,281,100,113,123,104,56,36,1427,12978,12410,9493,10523,9869,7690,5789,2831,1254,72828,..,255,6450,13534,13203,10110,7657,3135,671,55007,..,1342,3654,2222,1519,827,356,61,10,9978,..,76,345,1081,1652,850,338,202,190,4734,26737,..,..,..,..,..,..,..,..,26737,..,9057,..,..,..,..,..,..,..,9057,..,3362,2000,620,353,180,40,0,0,6557,..,1231,581,162,183,267,299,225,165,3106,..,1047,660,190,102,69,37,11,0,2105,..,6559,3179,595,317,308,213,68,13,11263,..,721,1339,1233,1292,1633,1894,1419,895,10423,333,855,589,249,235,222,179,89,54,2795,27068,24507,18785,19888,18843,14466,11005,5211,1998,141776
CED329,..,300,226,157,347,383,277,95,18,1806,..,154,279,364,943,1713,2005,1526,742,7722,207,307,181,126,225,329,286,124,48,1828,11432,6281,5747,7705,9989,10572,9049,4152,1421,66352,..,299,3750,7573,10095,12113,11707,4702,896,51129,..,1112,2422,2245,2290,1759,951,206,24,11003,..,312,982,1672,1820,906,410,344,200,6657,23174,..,..,..,..,..,..,..,..,23174,..,4806,..,..,..,..,..,..,..,4806,..,3992,1498,802,550,286,65,0,0,7201,..,528,256,139,257,409,371,277,201,2433,..,482,293,168,218,175,79,26,11,1453,..,583,565,426,739,779,624,229,28,3975,..,323,668,1036,2119,3300,3570,2326,1067,14396,414,621,434,347,459,632,563,223,56,3735,23582,13051,10866,14406,18541,20349,18331,8331,2491,129949
CED330,..,437,337,135,238,255,171,37,4,1614,..,133,221,278,553,884,1053,778,377,4275,216,349,204,140,150,228,155,69,19,1529,15112,8848,8002,10187,11053,8821,6474,2680,826,72008,..,426,6261,12295,14041,11993,8973,3110,494,57601,..,1480,3191,2665,2530,1379,514,107,5,11871,..,298,931,1591,1544,654,406,276,142,5830,30656,..,..,..,..,..,..,..,..,30656,..,6910,..,..,..,..,..,..,..,6910,..,5769,2111,835,595,245,39,3,0,9596,..,571,331,183,316,520,601,460,233,3213,..,754,536,252,281,191,124,32,11,2182,..,764,791,356,549,529,371,107,16,3478,..,277,602,789,1339,1766,1912,1201,543,8437,470,674,474,375,331,403,290,115,27,3159,31123,17919,15230,19352,21535,17668,13225,5407,1472,142926
CED394,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,197,296,383,206,262,480,297,51,0,2180,197,296,383,206,262,480,297,51,0,2180,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,402,654,939,620,610,860,634,126,5,4858,402,654,939,620,610,860,634,126,5,4858
CED397,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,9,0,0,3,0,0,0,4,0,0,9
CED401,..,2546,1922,322,206,223,156,63,12,5439,..,490,1333,1088,1352,2002,2116,1663,1137,11171,145,351,356,151,135,163,142,79,46,1570,11284,10397,12889,9821,9396,8791,6331,3566,1796,74270,..,470,8702,11402,10107,9287,6707,3120,902,50694,..,1393,4692,2179,1736,1289,554,104,15,11963,..,90,492,1282,1724,1079,366,359,270,5656,22582,..,..,..,..,..,..,..,..,22582,..,7344,..,..,..,..,..,..,..,7344,..,2779,2229,653,544,313,59,0,0,6574,..,1293,861,239,272,387,277,199,127,3665,..,873,742,168,90,72,20,5,0,1981,..,5242,4579,989,661,532,307,114,22,12446,..,1052,2853,2601,3010,3723,3371,2286,1513,20419,307,704,778,374,320,305,242,106,66,3200,22888,21238,25919,19898,18465,16996,11906,6299,2914,146525
CED402,..,359,299,90,197,191,110,33,8,1284,..,314,547,425,931,1537,1811,1799,1103,8467,243,385,221,143,190,302,254,130,48,1921,12345,7311,7257,7966,9554,9406,7560,4330,1684,67421,..,399,5522,8894,11027,11947,9969,4728,1008,53503,..,1638,3134,2172,2168,1383,598,136,29,11255,..,269,969,1579,1623,715,319,251,178,5899,25017,..,..,..,..,..,..,..,..,25017,..,5447,..,..,..,..,..,..,..,5447,..,4184,1373,545,463,221,39,5,0,6834,..,550,294,137,214,275,229,138,93,1924,..,422,297,129,105,68,25,14,5,1066,..,861,837,349,483,411,238,73,29,3278,..,692,1492,1476,2569,3456,3278,2575,1476,17015,509,741,541,387,409,552,495,219,70,3916,25527,15202,14466,15657,19058,19027,15208,8134,2881,135155
CED403,..,918,668,155,174,195,101,50,21,2281,..,233,557,553,813,1561,1808,1695,1328,8557,123,303,203,118,124,146,149,69,40,1270,11465,8742,8268,9134,9809,9324,7207,4150,2079,70178,..,223,6148,11331,11832,11416,9259,4363,1164,55734,..,766,2898,2122,1692,1276,556,114,20,9446,..,70,425,1255,1793,1082,366,316,223,5519,23252,..,..,..,..,..,..,..,..,23252,..,8366,..,..,..,..,..,..,..,8366,..,3969,2416,666,488,240,44,0,0,7828,..,881,417,128,136,298,255,189,145,2454,..,615,477,136,109,59,26,3,3,1421,..,1699,1529,391,389,375,229,92,35,4745,..,456,1204,1263,1824,2643,2710,2272,1743,14112,289,527,429,266,238,251,242,116,66,2414,23536,17565,15945,17560,18502,17637,13682,7465,3400,135278
CED404,..,300,224,90,182,194,124,49,9,1159,..,347,581,437,979,1538,1845,1700,932,8369,329,385,253,194,262,325,311,161,45,2261,11808,6466,7156,7170,8858,9047,7360,4014,1411,63299,..,349,4832,7300,9372,11037,9342,4147,738,47120,..,1699,3492,2220,2204,1449,592,161,29,11855,..,338,1112,1463,1525,656,332,271,153,5851,23601,..,..,..,..,..,..,..,..,23601,..,4451,..,..,..,..,..,..,..,4451,..,3573,1339,545,448,189,41,0,0,6137,..,674,285,169,283,293,244,131,89,2168,..,290,161,90,117,68,30,4,0,757,..,593,523,240,379,450,240,101,20,2554,..,765,1602,1443,2829,3678,3565,2690,1315,17885,691,748,613,459,560,662,567,268,71,4645,24289,13480,13964,13932,17715,18483,14953,7782,2419,127021
CED405,..,1168,1014,220,188,238,139,41,16,3018,..,358,1015,883,1181,2005,2244,2177,1656,11526,143,293,285,125,132,154,156,113,80,1478,10270,8811,10480,9057,9471,9152,7437,5069,2578,72322,..,342,7386,10473,10479,9775,8429,4970,1341,53185,..,1077,3762,2144,1740,1180,510,115,36,10567,..,99,540,1239,1764,1096,458,419,314,5928,20908,..,..,..,..,..,..,..,..,20908,..,7036,..,..,..,..,..,..,..,7036,..,3701,2538,790,770,390,54,0,0,8240,..,1132,655,178,232,386,289,205,155,3229,..,710,575,143,78,45,26,7,0,1590,..,2399,2362,582,499,475,271,96,32,6726,..,671,2096,2088,2811,3653,3484,2950,2186,19947,312,531,626,322,282,280,253,172,104,2878,21217,17694,20540,17961,18659,17287,13771,8944,4168,140244
CED406,..,346,316,133,180,221,119,40,7,1355,..,191,552,547,884,1749,1876,1241,658,7694,259,330,227,148,137,169,149,60,30,1511,13104,8501,9449,9396,9581,9217,6986,3147,1160,70529,..,398,6798,9808,10344,10669,8611,3448,768,50840,..,1582,4433,2752,2086,1184,461,107,10,12614,..,322,1279,2217,2227,1106,470,223,135,7983,26458,..,..,..,..,..,..,..,..,26458,..,6867,..,..,..,..,..,..,..,6867,..,5112,2442,780,445,171,37,0,0,8982,..,652,377,183,215,338,278,173,98,2314,..,536,301,135,135,86,24,13,0,1231,..,706,862,373,436,430,233,69,16,3128,..,386,1461,1608,2286,3023,2876,1767,893,14307,492,650,536,373,313,286,250,100,41,3037,26948,17220,18495,18224,18482,17289,13239,5894,1973,137775
CED407,..,389,352,119,165,197,86,32,3,1348,..,183,556,533,788,1301,1736,1428,688,7214,183,282,238,117,103,133,148,74,50,1338,12590,8572,9619,9582,9777,8879,7249,3612,1173,71046,..,426,7728,11619,11604,11220,9529,3998,776,56900,..,1145,3395,2214,1843,921,367,108,18,10013,..,175,880,1717,2058,1085,421,265,140,6744,25496,..,..,..,..,..,..,..,..,25496,..,7831,..,..,..,..,..,..,..,7831,..,5223,2862,874,473,173,34,3,0,9649,..,822,556,200,239,386,279,210,101,2785,..,482,412,166,120,57,31,8,0,1273,..,959,1041,389,396,356,178,76,13,3407,..,397,1398,1517,1977,2296,2520,1988,940,13027,391,550,566,317,288,237,244,117,67,2767,25888,18009,18832,19014,18988,16737,13602,6785,2040,139900
CED408,..,165,133,86,137,195,156,62,11,946,..,114,278,327,716,1510,1845,1428,851,7077,157,285,158,79,113,245,231,96,38,1398,11485,6810,5743,8014,9667,9941,8589,3964,1444,65660,..,282,4578,9484,11788,12474,11684,4857,970,56111,..,823,2436,2252,2291,1758,764,170,31,10531,..,93,500,1240,1590,759,282,201,147,4810,23014,..,..,..,..,..,..,..,..,23014,..,6878,..,..,..,..,..,..,..,6878,..,4105,1707,507,357,198,36,0,0,6907,..,394,189,84,116,236,237,184,124,1570,..,276,193,89,86,74,37,9,8,768,..,397,347,231,286,379,281,110,18,2059,..,275,704,958,1750,2870,3000,2058,1181,12790,317,534,347,224,269,436,426,175,62,2790,23327,14063,10991,15062,18536,19181,16752,7759,2535,128219
CED409,..,455,539,211,313,250,141,49,9,1972,..,240,737,686,1262,1848,1851,1586,881,9092,253,332,287,149,178,183,127,108,40,1656,14144,10062,11817,10401,11101,9586,6159,3908,1550,78735,..,604,8458,11167,11166,10084,6609,3400,726,52207,..,1290,4209,2513,2257,1333,438,101,24,12166,..,325,1434,2187,2643,1495,574,504,291,9454,28494,..,..,..,..,..,..,..,..,28494,..,8449,..,..,..,..,..,..,..,8449,..,5603,3641,1195,761,372,55,3,0,11636,..,1266,817,348,478,675,461,327,200,4562,..,649,635,259,195,143,53,9,0,1943,..,1067,1487,628,784,594,325,83,20,4999,..,500,1783,1899,3006,3660,3069,2213,1219,17344,491,661,740,430,410,341,219,153,68,3512,28993,20411,23205,20630,21703,18694,11790,6793,2552,154776
CED410,..,795,662,182,155,183,110,42,15,2137,..,239,694,643,932,1693,2181,2222,1550,10147,125,242,223,97,116,127,156,105,50,1249,11409,8671,9183,9470,9799,8707,7732,5109,2345,72435,..,281,7420,12091,12043,10110,9182,5294,1273,57699,..,686,2675,1518,1340,913,389,102,17,7649,..,77,476,1298,1883,1048,436,389,234,5852,23417,..,..,..,..,..,..,..,..,23417,..,8811,..,..,..,..,..,..,..,8811,..,3603,2687,840,645,268,44,0,0,8084,..,876,595,177,211,349,259,212,147,2819,..,717,511,132,78,43,39,11,0,1529,..,1660,1575,438,374,376,225,93,36,4764,..,455,1507,1501,2111,2784,3084,2910,1990,16338,267,464,472,266,273,222,256,167,72,2448,23686,17631,17920,18261,18960,16109,13908,9182,3770,139420
CED411,..,404,309,157,262,234,112,32,13,1516,..,304,583,508,1022,1561,1648,1498,733,7860,320,402,325,160,147,168,137,73,38,1775,16325,10285,10867,9498,10775,9089,6416,3669,1256,78178,..,666,7716,9851,11464,10793,7878,3800,742,52898,..,2138,4343,2544,2414,1259,486,104,27,13306,..,605,2054,2335,2421,1128,409,316,155,9419,32908,..,..,..,..,..,..,..,..,32908,..,7787,..,..,..,..,..,..,..,7787,..,5944,2612,870,523,258,30,0,0,10238,..,937,528,261,376,489,353,244,148,3338,..,605,438,222,226,128,37,8,3,1669,..,849,892,479,646,544,269,71,14,3758,..,611,1637,1726,2741,3311,2743,2160,1004,15935,675,861,778,435,356,331,252,118,59,3864,33580,20990,20991,18716,21165,18242,12452,6834,2153,155121
CED494,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,60,76,104,59,70,61,34,7,3,485,60,76,104,59,70,61,34,7,3,485,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,120,206,309,199,168,154,94,21,3,1277,120,206,309,199,168,154,94,21,3,1277
CED497,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
